 	la	casa	la	costruisce	il	mastro	</S>
a20	0.14032741	0.14121376	0.14022456	0.1406601	0.14303367	0.14185053	0.15269001
a17	0.009983117	0.018315382	0.055687513	0.47392148	0.1389861	0.21481085	0.08829549
a10	0.1082326	0.06382924	0.05229402	0.098038174	0.31242934	0.21877761	0.14639905
a24	0.019414417	0.06711694	0.17519628	0.27788264	0.16595864	0.27367687	0.020754194
a46	0.1211879	0.13030785	0.13001972	0.119104795	0.31608033	0.14179008	0.04150933
a8	0.03154289	0.11061655	0.137092	0.18157452	0.32763684	0.18923628	0.02230099
a14	0.017586604	0.0037825292	0.009861069	0.37387076	0.36718822	0.21040004	0.017310789
a31	0.088643566	0.040858176	0.023796378	0.06202737	0.58449507	0.100434646	0.099744745
a20	0.06906619	0.026778216	0.029284291	0.06518869	0.5677509	0.16607817	0.07585352
a41	0.06285894	0.03014461	0.026002148	0.033142522	0.47605008	0.2106356	0.1611661
a29	0.03438361	0.014804743	0.025667349	0.03265692	0.38225323	0.30559614	0.20463803
a31	0.053189233	0.0127669405	0.030943079	0.06295001	0.44401267	0.23342851	0.16270958
a30	0.09299861	0.0122667635	0.033166472	0.06821493	0.50761694	0.17666131	0.109075025
a31	0.14902623	0.029218404	0.03403413	0.11596624	0.3521403	0.21973014	0.0998846
a28	0.07516963	0.019418642	0.018052628	0.095649675	0.36432457	0.29106614	0.13631877
a31	0.043194305	0.015915908	0.015950227	0.06008604	0.20956618	0.36890832	0.28637907
a17	0.18767665	0.13701731	0.11698075	0.086876884	0.1605814	0.18368137	0.12718558
a20	0.11061669	0.11332451	0.10757242	0.10689656	0.117829405	0.21659732	0.2271632
a31	0.16787255	0.19490561	0.15214778	0.10386071	0.1838867	0.10192446	0.095402226
a20	0.16926922	0.20056976	0.13852176	0.10480777	0.17735893	0.10613363	0.10333903
a29	0.14700812	0.14247167	0.13746013	0.13641039	0.14031713	0.15041201	0.14592053
a31	0.14234714	0.1465871	0.14120404	0.14007494	0.14387089	0.14352775	0.1423882
</S>	0.15540124	0.19639732	0.13742852	0.11531307	0.1713936	0.11242068	0.1116456
