 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.14002198	0.13994637	0.13985394	0.1398754	0.14024319	0.14665179	0.15340732
a31	0.030258415	0.12797299	0.036692698	0.02695709	0.16694501	0.27228233	0.33889154
a0	0.2406603	0.48982644	0.024151023	0.019526454	0.04317404	0.071360335	0.111301325
a20	0.22260527	0.51215345	0.08126512	0.05565437	0.016508732	0.040080264	0.07173283
a31	0.26609343	0.50548106	0.06833699	0.039782777	0.015319078	0.031818304	0.07316827
a13	0.15128852	0.4479144	0.14241786	0.038241632	0.017282	0.057798248	0.14505732
a38	0.056645714	0.07280046	0.009520465	0.0058014984	0.0822737	0.22777222	0.5451859
a31	0.025136381	0.015487257	0.0057939407	0.0065750508	0.062251553	0.24101155	0.64374423
a20	0.072149776	0.02867161	0.004452334	0.002709705	0.039022803	0.15165588	0.7013379
a31	0.032738257	0.018766547	0.012691761	0.008330996	0.03344461	0.30661407	0.5874138
a20	0.09939899	0.044195574	0.014843429	0.0063315034	0.037357155	0.21986125	0.5780121
a33	0.069891065	0.050616	0.022047253	0.015123411	0.032252803	0.3475954	0.46247408
a31	0.16009185	0.11179346	0.029227873	0.029299743	0.038482737	0.24039418	0.3907102
a28	0.3355098	0.090856716	0.054593954	0.036795594	0.061066993	0.15434143	0.2668355
a31	0.18147954	0.09476093	0.03364123	0.025425913	0.051560715	0.20556091	0.40757078
a0	0.39616206	0.085082404	0.052780442	0.03968581	0.04852045	0.109808676	0.26796025
a31	0.36725217	0.13600017	0.034292147	0.037123516	0.0835376	0.1427556	0.19903874
a3	0.23433892	0.16202106	0.11113517	0.064865425	0.087565325	0.14624321	0.19383083
a31	0.36217296	0.11192376	0.05398706	0.045800634	0.09385385	0.09415878	0.23810305
a46	0.24300094	0.18990494	0.122069456	0.07284747	0.08239996	0.13966288	0.15011433
a31	0.37763628	0.13974397	0.06348305	0.07020814	0.07396258	0.09276094	0.18220502
a39	0.19932885	0.20201667	0.11817605	0.07369871	0.09334219	0.16086891	0.15256862
a35	0.32344344	0.18213926	0.08758361	0.08703379	0.13975526	0.070811436	0.10923332
a31	0.21816424	0.2308944	0.10914371	0.09793735	0.09911722	0.11200278	0.13274029
</S>	0.21222971	0.220348	0.11589133	0.07896563	0.08435625	0.1534643	0.13474485
