 	il	ladro	è	entrato	da	qui	</S>
a31	0.11973113	0.11779279	0.11602544	0.123422526	0.12064764	0.27454928	0.12783116
a17	0.01846684	0.032156296	0.08760767	0.0082857665	0.23377243	0.080667734	0.53904325
a37	0.04252944	0.14294559	0.7069923	0.0026785464	0.0391586	0.008487528	0.05720801
a35	0.10195361	0.08077241	0.5251894	0.012387005	0.15448658	0.049517304	0.075693645
a18	0.045846142	0.0461987	0.19866349	0.056629468	0.40184033	0.03161719	0.21920471
a31	0.025415052	0.018897673	0.063686915	0.09449452	0.33236715	0.05173298	0.4134057
a24	0.026360821	0.028708152	0.082554094	0.04487419	0.3171696	0.024681643	0.47565156
a31	0.040100727	0.04991656	0.19014986	0.05029824	0.34018677	0.044524267	0.28482357
a16	0.06652633	0.13006862	0.14018479	0.043788478	0.059564065	0.0058197305	0.554048
a31	0.064642735	0.07717766	0.19256301	0.044123787	0.24326672	0.059558336	0.31866774
a46	0.19992195	0.23079419	0.06774819	0.21048492	0.10957322	0.022196842	0.15928075
a31	0.1460054	0.093956485	0.05664293	0.062188562	0.35409713	0.07020662	0.21690282
a46	0.2127082	0.21855092	0.04243897	0.27223578	0.13601308	0.040394463	0.07765853
a31	0.23640254	0.14528847	0.04831575	0.061255	0.2661941	0.07663693	0.16590716
a35	0.24336486	0.1716995	0.04439289	0.26569125	0.121415615	0.07250572	0.08093017
a31	0.3530475	0.23054549	0.046300214	0.068636626	0.11093967	0.079118915	0.1114116
a8	0.21651423	0.11342988	0.05421261	0.3009278	0.10728107	0.10703131	0.10060308
a31	0.27161968	0.2164043	0.067959845	0.08604114	0.09899475	0.13114083	0.12783945
</S>	0.15066834	0.08588616	0.061330173	0.3394413	0.116868705	0.12924378	0.116561584
