 	ho	rotto	una	bottiglia	</S>
a31	0.119802035	0.13755822	0.17125012	0.26655152	0.3048381
a21	0.11663803	0.20085663	0.099823534	0.21123853	0.37144327
a31	0.5493422	0.28863382	0.06752211	0.054832403	0.0396695
a35	0.6462743	0.18100196	0.11858417	0.03741443	0.016725197
a31	0.31407252	0.32797137	0.14383285	0.17856044	0.03556284
a24	0.26019675	0.4019158	0.10695246	0.1759715	0.05496354
a37	0.106659725	0.6998987	0.059953697	0.03763487	0.095852956
a31	0.1734789	0.47047675	0.07947665	0.05722141	0.21934624
a33	0.11523689	0.33410653	0.14720926	0.07618016	0.3272672
a31	0.13733084	0.46664	0.13434936	0.086500555	0.17517921
</S>	0.06399176	0.32098657	0.24545619	0.08479678	0.2847687
