 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.062277656	0.062713265	0.063749276	0.06478852	0.18224771	0.2092339	0.15863313	0.06787696	0.06447992	0.063999616
a39	0.0059695137	0.0074427524	0.019462349	0.021954283	0.040039517	0.1634937	0.18487671	0.18559487	0.1859988	0.18516749
a31	0.13611673	0.0630209	0.20826095	0.06457509	0.12277126	0.07769573	0.07718368	0.077558435	0.086337626	0.08647953
a14	0.11927316	0.038523693	0.13872851	0.032232687	0.18826035	0.10498811	0.097560205	0.0650426	0.10980829	0.105582416
a41	0.028392896	0.06440049	0.10467626	0.050942622	0.033818245	0.063298315	0.17283678	0.15684468	0.17878072	0.146009
a33	0.018820262	0.028158834	0.035205677	0.07041222	0.030246295	0.045171127	0.16570902	0.2109847	0.2162902	0.17900163
a20	0.006212001	0.0040173405	0.009556449	0.034702323	0.017051406	0.051491976	0.19602829	0.22800191	0.2258055	0.22713281
a31	0.009560189	0.009919973	0.006967702	0.029288318	0.015411241	0.034574606	0.18678313	0.24884483	0.23856091	0.2200891
a10	0.0068427245	0.009648261	0.009657048	0.047576144	0.015262978	0.056581456	0.16921403	0.24448164	0.23154452	0.20919119
a31	0.020834643	0.029823394	0.021148955	0.097741775	0.019741664	0.045158114	0.1141695	0.22162996	0.2861735	0.14357851
a46	0.0068940865	0.013918736	0.008831373	0.041409004	0.012242993	0.09553504	0.116763376	0.22572081	0.2982141	0.18047045
a31	0.0036048905	0.004599449	0.0033271308	0.016459858	0.019504122	0.08805289	0.19365197	0.20506757	0.29150033	0.17423174
a39	0.0017913163	0.0040817866	0.0025359949	0.029578052	0.012882287	0.050062835	0.19957806	0.25116336	0.21464616	0.23368013
a28	0.0076516178	0.011575675	0.007132925	0.017085271	0.0144105395	0.070799	0.18425977	0.21672882	0.2699106	0.20044576
a21	0.0034652748	0.004859659	0.003536745	0.015779218	0.015680192	0.083586685	0.184966	0.22125553	0.2911462	0.17572452
a24	0.0051857666	0.0077170045	0.0063682855	0.02024911	0.01514815	0.060844377	0.19151524	0.22444284	0.27187836	0.19665082
a46	0.002360878	0.0036367225	0.00428202	0.011993642	0.03066446	0.072855294	0.15043588	0.2529293	0.28658873	0.1842531
a20	0.001001702	0.0021678174	0.001853536	0.0075513963	0.018520705	0.0719011	0.1669717	0.2733189	0.2897605	0.16695271
a31	0.0025179735	0.0062325574	0.0050526266	0.032673024	0.052038662	0.095011555	0.11259944	0.24555188	0.25241938	0.1959029
a14	0.0031216892	0.007805621	0.007358278	0.037078485	0.045779083	0.075214416	0.11337185	0.24249619	0.25779852	0.20997584
a17	0.004633573	0.0071856426	0.008744922	0.020411164	0.037909746	0.04264288	0.13748284	0.2464897	0.2554936	0.23900592
a31	0.0020365769	0.004567682	0.00482212	0.014696892	0.02234265	0.04874589	0.09925174	0.20797372	0.34535655	0.25020617
a11	0.0025709195	0.005917213	0.0073439707	0.028949488	0.06727284	0.1418694	0.23562504	0.20620315	0.1293639	0.17488405
a18	0.0054772417	0.012288026	0.017583584	0.033537745	0.056390118	0.04343431	0.12593827	0.1936227	0.19933972	0.3123883
a6	0.003782841	0.012600571	0.013557336	0.038705144	0.047092956	0.05666648	0.09969495	0.14871253	0.21813557	0.36105162
a8	0.002873746	0.0058652405	0.008905601	0.014686249	0.016620055	0.031350397	0.07684947	0.1890224	0.2413502	0.41247666
a31	0.005901276	0.01491243	0.015988415	0.031805903	0.05635013	0.08299999	0.104710504	0.18116173	0.18635309	0.31981656
a24	0.0051805303	0.010466356	0.016485414	0.04983416	0.11442041	0.19203691	0.24278471	0.197035	0.07246945	0.09928707
a37	0.0025872167	0.01473906	0.019416038	0.052988894	0.05209443	0.072425105	0.12929772	0.14629826	0.16634586	0.34380746
a38	0.0022999719	0.014530837	0.026325764	0.14529626	0.14677285	0.18662396	0.14620508	0.14391845	0.11767545	0.07035128
a31	0.0035318665	0.03666554	0.07560146	0.1665248	0.13727716	0.15575145	0.1281247	0.116419554	0.11764835	0.062455136
a11	0.0032770755	0.013387012	0.031460572	0.16140659	0.18059559	0.2229505	0.16460894	0.09983347	0.07954192	0.0429383
a31	0.004233036	0.03275134	0.06406277	0.15184167	0.15244183	0.16937326	0.15588416	0.12061787	0.08864928	0.06014484
a8	0.0067680795	0.0058865384	0.009263998	0.04067961	0.17934392	0.32096276	0.21107885	0.098008014	0.078044124	0.04996409
a10	0.01466931	0.025866643	0.040628172	0.050450716	0.1598513	0.19812992	0.24520233	0.13791682	0.06286813	0.06441668
a18	0.006775042	0.008298086	0.0134463515	0.044726066	0.15386763	0.29130712	0.185706	0.10943629	0.119456924	0.06698051
a31	0.0072214385	0.01765249	0.03806962	0.09489765	0.21683997	0.22357297	0.18517317	0.07196457	0.0837021	0.06090602
a11	0.009284744	0.008842393	0.015136365	0.06594536	0.20746736	0.2652376	0.15806101	0.09300403	0.1143084	0.062712744
a10	0.008682135	0.0112994155	0.021915102	0.0581912	0.2062489	0.25210187	0.20922402	0.084277906	0.080323316	0.06773618
a1	0.015185072	0.017785875	0.036827393	0.12680158	0.19212808	0.16774465	0.11104706	0.099721976	0.15161204	0.081146285
a41	0.014506104	0.012253112	0.019548625	0.052728552	0.22393721	0.22972818	0.17249903	0.104290396	0.09166262	0.078846134
a31	0.012298896	0.0109023135	0.011985777	0.032039307	0.15699357	0.2963475	0.20299149	0.12214956	0.10002729	0.05426436
a8	0.026528371	0.018086154	0.018470217	0.047205277	0.08557507	0.2184399	0.21324167	0.13739422	0.15072936	0.08432976
a31	0.05845302	0.05692284	0.05834782	0.06718622	0.17999399	0.20655426	0.14332187	0.068181954	0.08766433	0.0733737
a37	0.065500036	0.055296954	0.056003187	0.1346519	0.10927178	0.134818	0.09650892	0.11023573	0.15234712	0.08536632
a8	0.050990164	0.040797226	0.041131135	0.055391036	0.10089049	0.16091703	0.16337156	0.11482573	0.15895884	0.11272677
a39	0.081726484	0.08012949	0.08069753	0.096310705	0.14945978	0.124402374	0.100459434	0.08618441	0.11501574	0.08561413
a31	0.05004811	0.046192527	0.047039952	0.1148752	0.10781067	0.15946178	0.110900015	0.11051048	0.15633409	0.096827134
a39	0.045521334	0.03957066	0.039847735	0.08041417	0.0879048	0.18366349	0.13699883	0.10410655	0.18112823	0.1008442
a35	0.040057566	0.03505396	0.035393316	0.057367556	0.09504854	0.1677839	0.16204782	0.11768293	0.18257152	0.106992885
a31	0.05321055	0.050385237	0.05079258	0.10270086	0.11202452	0.16779667	0.10772126	0.094591536	0.16830273	0.092473954
a41	0.060585674	0.054987993	0.055383425	0.12238942	0.09588845	0.14160371	0.09631488	0.10552929	0.17285267	0.09446444
a13	0.053796276	0.048330188	0.04854197	0.062057335	0.08889411	0.15796016	0.15180454	0.10657113	0.16129197	0.120752335
a35	0.05930293	0.05695689	0.057236955	0.106672354	0.09799372	0.15766115	0.10666024	0.09424208	0.16971552	0.09355814
a31	0.06323618	0.061354697	0.061750527	0.12610112	0.11000137	0.1436969	0.09570058	0.09705055	0.15930136	0.08180672
a20	0.067678876	0.063685074	0.06397776	0.12968409	0.09660978	0.13718244	0.09428524	0.09929912	0.16369408	0.08390351
</S>	0.06156078	0.05228755	0.052365515	0.060801722	0.07803827	0.14781292	0.15117246	0.11122056	0.15341982	0.13132037
