 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.13330555	0.09307115	0.11137254	0.09516131	0.107748	0.1265381	0.12717213	0.2056312
a31	0.058074754	0.042251743	0.13631035	0.15142502	0.13156836	0.13778578	0.13198209	0.21060191
a7	0.15242235	0.22779933	0.2167444	0.16159654	0.04715547	0.059713755	0.062172115	0.072396025
a46	0.09316299	0.07929362	0.18576369	0.38544786	0.08762636	0.047024794	0.074514	0.04716671
a10	0.020702586	0.028510062	0.095664024	0.3555927	0.21198882	0.109412834	0.10134382	0.07678511
a14	0.009915228	0.007736695	0.15035777	0.1793667	0.12303775	0.102280565	0.24989678	0.17740852
a31	0.003943978	0.006263447	0.16027641	0.2288921	0.14117503	0.10939316	0.20780371	0.14225219
a0	0.0033030265	0.0070675854	0.13278933	0.124316655	0.18548448	0.2304318	0.21316805	0.10343908
a20	0.004423417	0.01211375	0.0887018	0.0872855	0.1564968	0.20801394	0.25609225	0.18687256
a31	0.0109514	0.017674174	0.11832268	0.11251582	0.19015327	0.23522608	0.15746322	0.15769327
a10	0.012705647	0.014607728	0.11490856	0.09898068	0.16406004	0.23390181	0.15109436	0.2097411
a0	0.025175823	0.016124116	0.10064862	0.13343973	0.14143996	0.21273597	0.16500585	0.20542993
a18	0.019414246	0.020251013	0.17868395	0.12810089	0.18719232	0.23794575	0.11497639	0.113435395
a17	0.094343394	0.049528882	0.1532871	0.120108135	0.08746318	0.16711521	0.118785486	0.20936865
a8	0.07025295	0.030495057	0.18428053	0.09535974	0.105815746	0.18988104	0.094052374	0.22986259
</S>	0.06054595	0.035934336	0.08646637	0.06089163	0.06743416	0.17204252	0.1575519	0.35913315
