 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.06063986	0.060677484	0.060659483	0.06064162	0.06077858	0.106554724	0.104180686	0.14643432	0.21963136	0.11980187
a31	0.12395367	0.047916997	0.17906727	0.20065533	0.17791694	0.05615056	0.026404297	0.035062898	0.022192894	0.13067913
a28	0.09638182	0.03796287	0.11953947	0.32447258	0.25633675	0.044713397	0.02992517	0.023682676	0.015699152	0.051286086
a31	0.0621098	0.06497282	0.1238512	0.31958428	0.38956964	0.022492886	0.0032667606	0.0007293982	0.00042025358	0.013002923
a29	0.031827163	0.051472664	0.09625756	0.23784366	0.49220324	0.056270853	0.015003672	0.0019613756	0.0009048	0.016255049
a39	0.046715554	0.029506322	0.126959	0.29203653	0.40277442	0.06432649	0.012165532	0.0034937458	0.0027885402	0.019233868
a31	0.031082615	0.044981483	0.067069426	0.10330295	0.45466444	0.19100395	0.021684056	0.013871848	0.0060884412	0.06625078
a39	0.07483303	0.06563502	0.06783674	0.094902694	0.4623398	0.14991118	0.022681624	0.024059096	0.004778916	0.03302197
a41	0.048970994	0.032911852	0.023706421	0.054507088	0.7170901	0.029533442	0.004816843	0.006834617	0.0042561446	0.07737244
a10	0.0247951	0.034517873	0.031704698	0.039786592	0.34477055	0.13355508	0.0062015434	0.008075843	0.0043950207	0.3721977
a31	0.02364438	0.052699436	0.035104815	0.029618798	0.19138324	0.21412404	0.0170453	0.015732598	0.007915338	0.4127321
a18	0.062298317	0.073850244	0.021026855	0.066215165	0.51092523	0.072045535	0.007850775	0.018042825	0.0071302443	0.16061486
a31	0.050862595	0.040991344	0.025530973	0.090329975	0.49219763	0.09469513	0.021261802	0.018139908	0.011423383	0.15456724
a3	0.14515842	0.07628753	0.018552054	0.03279793	0.1766199	0.07635772	0.070136346	0.05626171	0.035921007	0.31190732
a18	0.03807819	0.031709403	0.022718793	0.07990462	0.50042194	0.093591675	0.069901116	0.038155474	0.028259983	0.09725878
a31	0.052421298	0.039733276	0.028559653	0.05778763	0.1034159	0.15911956	0.15395045	0.11354055	0.10430202	0.18716966
a23	0.03772378	0.0753776	0.062310982	0.046578344	0.053644042	0.12812304	0.13830847	0.105650425	0.10267018	0.24961317
</S>	0.047940016	0.02985984	0.027473489	0.041584294	0.11085758	0.24331744	0.1881556	0.12014638	0.11866553	0.07199987
