 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.15869008	0.15741202	0.16164918	0.1614436	0.16166645	0.1991387
a31	0.39547586	0.06402613	0.019426886	0.025508499	0.17104883	0.32451373
a24	0.15556969	0.019795349	0.025160998	0.14670697	0.19330548	0.45946154
a37	0.14573388	0.11730174	0.12100461	0.10866131	0.35165757	0.15564089
a14	0.12304681	0.047133055	0.034099095	0.10253648	0.27106225	0.42212233
a29	0.030439282	0.034874413	0.03110557	0.11528846	0.43962944	0.34866276
a0	0.02937552	0.014837843	0.021536605	0.04518655	0.24608268	0.6429808
a29	0.01422677	0.010245031	0.027893813	0.04460356	0.15051451	0.7525163
a20	0.030092921	0.043095455	0.08242748	0.054949388	0.124147855	0.6652869
a31	0.066002265	0.104218215	0.117145784	0.07493378	0.10110597	0.536594
a24	0.105695345	0.07535024	0.26500672	0.1164342	0.085236885	0.35227662
a46	0.22926287	0.087317005	0.27964514	0.20655584	0.07871957	0.11849953
a31	0.22785074	0.13492851	0.2039017	0.13869648	0.11487146	0.17975107
a0	0.20163293	0.09945082	0.1843458	0.19470188	0.17113683	0.14873175
a20	0.2004026	0.10509396	0.24772525	0.22522229	0.08248209	0.1390738
a31	0.20587908	0.11317631	0.2038284	0.19126195	0.1693564	0.11649787
a46	0.26611948	0.16328673	0.18128094	0.13818996	0.14506787	0.10605509
</S>	0.18796505	0.14756663	0.193994	0.17898309	0.13974665	0.1517446
