 	non	mi	aspetti	che	non	vengo	</S>
a8	0.11104112	0.110912256	0.11108349	0.11123877	0.118021175	0.1966992	0.24100403
a31	0.091733344	0.08839878	0.47610974	0.19521481	0.07866019	0.035813466	0.034069635
a24	0.039857604	0.042271078	0.43340686	0.25054914	0.16866645	0.028615467	0.036633383
a31	0.13049413	0.15035369	0.46752217	0.1789391	0.05784391	0.010642317	0.0042047426
a36	0.11948317	0.11463785	0.48534378	0.22030213	0.050137956	0.0059407544	0.0041544503
a31	0.04611736	0.07167516	0.31676117	0.45545447	0.09381441	0.013198983	0.002978455
a39	0.0105746575	0.011751231	0.19745424	0.5230652	0.20786305	0.03189135	0.017400239
a8	0.05750873	0.026961857	0.10205715	0.26115733	0.36688808	0.05723291	0.12819393
a31	0.046915952	0.032002296	0.121771805	0.15858252	0.28001478	0.1320221	0.22869053
a29	0.06581215	0.02441434	0.17766847	0.18209197	0.1556636	0.11535068	0.2789988
a31	0.03212528	0.021892438	0.3003486	0.36773387	0.09131792	0.10797833	0.07860364
a17	0.05202498	0.02078214	0.1923685	0.20037168	0.1474692	0.14332832	0.24365525
</S>	0.050291255	0.011777681	0.2099023	0.47390074	0.12530126	0.08184986	0.046976995
