 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.13790148	0.13779338	0.13850048	0.13862704	0.13907704	0.14092723	0.16717339
a31	0.037088096	0.032076653	0.07819135	0.12753712	0.12823974	0.37159064	0.22527643
a7	0.2023784	0.109564446	0.020372683	0.023893807	0.094300605	0.41539153	0.13409854
a31	0.14651886	0.23319279	0.06887874	0.02745421	0.15153395	0.2829051	0.089516394
a20	0.15650396	0.15101863	0.0854709	0.05318746	0.14846942	0.3165453	0.08880427
a2	0.06487715	0.004913336	0.031839874	0.029057534	0.05133453	0.6521232	0.16585433
a41	0.11485331	0.020359289	0.19060494	0.14251964	0.062105276	0.17258635	0.29697126
a20	0.11491224	0.030891528	0.28556573	0.15102433	0.07494705	0.16410907	0.17855006
a46	0.2077521	0.031451	0.33389717	0.08639292	0.029218314	0.082053274	0.22923516
a31	0.6011235	0.043866802	0.08376836	0.020112867	0.017310685	0.08271985	0.15109782
a11	0.66351724	0.022577642	0.055369228	0.016628569	0.02415149	0.15089168	0.06686413
a35	0.5075189	0.03190512	0.101115264	0.08534891	0.068155654	0.09896162	0.10699449
a31	0.5704414	0.056010496	0.07187211	0.04928381	0.073595084	0.11687794	0.06191907
a11	0.56141627	0.09588628	0.062088672	0.04138813	0.057474613	0.118228815	0.063517295
a28	0.2693332	0.11920318	0.11550448	0.1092903	0.11714542	0.13115682	0.13836655
a20	0.19344112	0.1168176	0.12844908	0.109443836	0.15152447	0.19428241	0.106041394
a10	0.2807395	0.10195332	0.11862759	0.08554842	0.14522208	0.19328694	0.074622184
a31	0.22885463	0.12739915	0.1239066	0.12379501	0.13177367	0.14997585	0.11429512
</S>	0.250888	0.16893862	0.12567408	0.12266137	0.11081556	0.113750026	0.107272394
