 	è	che	è	entrato	da	qui	</S>
a31	0.1307565	0.12904005	0.1288895	0.1304087	0.13351156	0.21515481	0.1322389
a7	0.03517277	0.030762685	0.038246516	0.011337143	0.20210305	0.10304277	0.5793351
a18	0.019278888	0.07140795	0.69516826	0.0035273232	0.1275569	0.03126888	0.051791772
a31	0.05081874	0.21048288	0.38701695	0.008409591	0.11677756	0.0886499	0.13784438
a46	0.009952293	0.099693514	0.6379805	0.0028421166	0.16986041	0.030818073	0.048853073
a31	0.036037263	0.22169802	0.39246705	0.040141977	0.085830405	0.06521719	0.1586081
a39	0.067010194	0.24628952	0.16933191	0.12361722	0.09190517	0.0520021	0.24984391
a28	0.045070797	0.21591063	0.49427763	0.03582612	0.113988884	0.04216327	0.052762616
a31	0.16506693	0.18906285	0.15128532	0.08442894	0.12933019	0.14457741	0.1362484
</S>	0.11142515	0.10681286	0.14539167	0.38539043	0.11486975	0.06156139	0.07454872
