 	può	che	sono	ancora	svegli	</S>
a31	0.16040199	0.16045535	0.16241166	0.18907356	0.1607796	0.16687784
a7	0.03175447	0.09604469	0.06826326	0.11236356	0.13795371	0.5536203
a31	0.011253172	0.4611615	0.049405918	0.042490214	0.15897559	0.27671367
a7	0.023302635	0.36923745	0.091914035	0.0605314	0.2551305	0.19988397
a31	0.029626248	0.7050229	0.042626526	0.024807302	0.027319137	0.17059793
a37	0.008378865	0.17883623	0.047015496	0.043365747	0.22873284	0.4936709
a31	0.046429105	0.56784636	0.20856518	0.0501224	0.03664362	0.09039335
a39	0.060785268	0.22502074	0.259844	0.088700816	0.10637141	0.25927782
a31	0.04146371	0.32571787	0.2647927	0.11291162	0.09259379	0.16252024
a20	0.039712716	0.1861949	0.28634712	0.10992976	0.1630298	0.21478575
a31	0.037190005	0.17745931	0.33111286	0.12980814	0.065996714	0.25843295
a46	0.069204465	0.14236434	0.3615607	0.24052082	0.08369136	0.10265829
a8	0.073754355	0.09248836	0.24952051	0.32119688	0.091333605	0.17170632
a46	0.09642685	0.11128848	0.19267972	0.37854052	0.102935076	0.11812941
a8	0.15432958	0.16398971	0.16242045	0.16727668	0.20756814	0.14441544
a31	0.14358954	0.17767708	0.17592436	0.22345458	0.1383855	0.140969
a20	0.142319	0.25657365	0.23540229	0.122275196	0.128139	0.115290895
</S>	0.15009336	0.21532793	0.203909	0.15511668	0.13841538	0.13713762
