 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.090389125	0.09032702	0.09035011	0.09344605	0.104402214	0.14460681	0.1747028	0.21177588
a31	0.0039214473	0.1258355	0.2042057	0.22380254	0.016129406	0.16208802	0.12022282	0.14379449
a20	0.0023889057	0.072470054	0.14440624	0.25256443	0.024044482	0.16312602	0.12819985	0.21279994
a31	0.040546305	0.25610897	0.144708	0.35922328	0.038217664	0.0707765	0.029053686	0.06136557
a37	0.050219074	0.22408682	0.12093762	0.32711482	0.057519943	0.1029973	0.03643852	0.08068589
a14	0.011364433	0.036330808	0.10150028	0.40598723	0.00935966	0.13627867	0.05610153	0.24307732
a10	0.005405213	0.011924548	0.058524672	0.4159496	0.013733129	0.1408642	0.03390842	0.3196902
a31	0.012493856	0.018505841	0.06839055	0.33723027	0.037515115	0.1575734	0.056283336	0.3120076
a37	0.02840892	0.02916417	0.1494987	0.4362262	0.04490929	0.13777313	0.01650447	0.15751515
a10	0.0175349	0.032657813	0.1282983	0.4285363	0.0057868343	0.08028268	0.0098562	0.29704705
a14	0.031907365	0.037139732	0.13671596	0.46171185	0.011250051	0.14992006	0.013481003	0.15787399
a0	0.038094174	0.07606326	0.16994977	0.4083473	0.008148576	0.082287304	0.004619637	0.21248998
a20	0.068716034	0.10575555	0.15202864	0.31573716	0.0061457083	0.17979641	0.012697408	0.1591231
a33	0.07892739	0.1364549	0.27621457	0.2756826	0.007884573	0.09710408	0.015530369	0.11220152
a20	0.34941044	0.10492836	0.21472897	0.1935067	0.01517066	0.04040514	0.0324448	0.04940499
a31	0.18287048	0.13555768	0.35293582	0.17921628	0.039343894	0.039826076	0.032953866	0.037295897
a0	0.15729094	0.2103506	0.40587628	0.13849062	0.024467276	0.017982692	0.014156719	0.03138484
a41	0.15117702	0.16394036	0.36439142	0.1931467	0.019013153	0.029185984	0.025878549	0.053266782
a31	0.16048187	0.15099803	0.37727317	0.1760086	0.045739926	0.026420925	0.03569313	0.027384352
a37	0.20945461	0.20298743	0.31882092	0.17113516	0.0317873	0.022680249	0.01711364	0.026020752
a31	0.20891161	0.13640329	0.2906099	0.24640392	0.028633008	0.028169267	0.024465948	0.03640308
a18	0.19156453	0.10414793	0.31297606	0.24392682	0.052994028	0.026352536	0.04040557	0.027632503
a8	0.20107423	0.0960247	0.16387852	0.20592895	0.08555379	0.079334855	0.08479589	0.08340906
a20	0.12348301	0.10891835	0.14048326	0.19548878	0.115164176	0.098043576	0.116217785	0.10220104
</S>	0.121698655	0.070123434	0.09553155	0.14123496	0.18952695	0.12944865	0.16969071	0.08274508
