 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.11853754	0.11858927	0.118399605	0.11838813	0.12040873	0.25766832	0.14800845
a46	0.021374438	0.07309831	0.0166512	0.23844834	0.2934435	0.08474086	0.27224332
a31	0.29954794	0.3086513	0.11132462	0.09988844	0.0199887	0.045494784	0.11510425
a35	0.24224542	0.1499563	0.070784755	0.12879929	0.038939934	0.12469749	0.24457678
a31	0.2634524	0.30621955	0.019442286	0.14268567	0.068995796	0.037900534	0.16130382
a20	0.14812876	0.43495336	0.008305936	0.11304098	0.06751273	0.04680031	0.18125793
a31	0.105573095	0.419526	0.0066624475	0.037570614	0.037863985	0.057967473	0.3348364
a39	0.11393997	0.48537847	0.022081796	0.05272331	0.018607706	0.015755603	0.2915131
a3	0.051990084	0.08538348	0.017576886	0.02719451	0.021447565	0.007841233	0.78856623
a31	0.025093451	0.042727083	0.013237397	0.017942416	0.04213174	0.0149306245	0.8439373
a7	0.05687898	0.058466457	0.021658601	0.03722069	0.023252143	0.0072961706	0.795227
a10	0.06724121	0.07217145	0.040566545	0.07382088	0.034629155	0.018102096	0.69346863
a31	0.16495849	0.22077547	0.04384512	0.02925485	0.021812396	0.010556035	0.50879765
a11	0.24981911	0.26805893	0.07778156	0.1116437	0.035591707	0.033827532	0.22327739
a18	0.32671836	0.32808545	0.04441637	0.07813763	0.029516865	0.035389777	0.15773559
a28	0.4044028	0.3487511	0.044528015	0.043476056	0.020239683	0.02832369	0.1102786
a31	0.3591617	0.32292095	0.053004954	0.063140795	0.029035961	0.036160495	0.13657506
a11	0.31993735	0.35243234	0.09130211	0.040818878	0.050675265	0.04306894	0.10176515
a13	0.3403973	0.23878182	0.102833524	0.07606662	0.04148918	0.041549683	0.1588819
a31	0.29142717	0.26810777	0.09235451	0.084144816	0.059146386	0.09916262	0.10565669
a20	0.22557089	0.2576472	0.09539969	0.064696945	0.10931613	0.14163558	0.10573359
a31	0.26494825	0.288637	0.14962803	0.10094143	0.06996005	0.05959511	0.06629013
a8	0.22191799	0.23849139	0.098568186	0.07470868	0.08993599	0.18927047	0.087107256
</S>	0.13012245	0.13942763	0.10847399	0.107635334	0.11452932	0.27802193	0.12178939
