 	la	pasta	vuole	sale	</S>
a8	0.18145125	0.181003	0.18302934	0.18864879	0.26586762
a31	0.6653714	0.15540805	0.03890559	0.06542203	0.074892856
a28	0.51429576	0.16180034	0.11002031	0.09932924	0.1145544
a20	0.3403946	0.33475798	0.11978566	0.124685824	0.08037595
a31	0.3109611	0.14148396	0.10095926	0.26144317	0.18515252
a11	0.54291874	0.20725304	0.060451876	0.09055793	0.09881836
a18	0.39618194	0.13027382	0.053914808	0.104944356	0.3146851
a15	0.26468006	0.27365816	0.09150004	0.1267868	0.24337494
a31	0.18533088	0.28087822	0.08472016	0.1485074	0.3005633
a20	0.12991787	0.14825426	0.0867858	0.20407648	0.43096557
a6	0.12917489	0.25560617	0.12741238	0.13181211	0.35599452
a20	0.07370397	0.097071595	0.15518768	0.19100459	0.48303223
a21	0.091767535	0.07277144	0.14487916	0.35257438	0.33800745
a20	0.19945255	0.19272463	0.15763797	0.18659486	0.26359
a0	0.2031486	0.19536074	0.17490685	0.19407941	0.23250444
a31	0.18226732	0.16608423	0.18163432	0.20396659	0.26604754
a39	0.18052901	0.178833	0.17001791	0.26531142	0.2053087
a31	0.19312622	0.18749163	0.18847148	0.19923815	0.23167253
a35	0.20664343	0.203774	0.18384577	0.21484977	0.19088705
</S>	0.20067129	0.20015997	0.19896448	0.20015493	0.2000493
