 	avete	cucinato	le	verdure	</S>
a29	0.152328	0.13789034	0.21705776	0.19936661	0.29335725
a38	0.14610085	0.016257135	0.12618679	0.44669867	0.26475653
a31	0.6646812	0.016109053	0.1400487	0.14292203	0.036239054
a11	0.4683338	0.032789066	0.09992173	0.28353995	0.11541538
a37	0.077423155	0.024568146	0.09499401	0.6444076	0.15860714
a11	0.21067739	0.044804733	0.077866815	0.45305488	0.2135962
a31	0.23739558	0.0933276	0.07680263	0.3348481	0.2576261
a20	0.2834682	0.10597079	0.08057325	0.30873516	0.2212526
a31	0.19433998	0.23570415	0.1529673	0.19299856	0.22399004
a39	0.2655787	0.28269777	0.12772904	0.16457416	0.15942034
a13	0.26273414	0.18243541	0.14081456	0.1723332	0.24168268
a18	0.10848279	0.17855684	0.25305772	0.23284295	0.22705972
a39	0.1472635	0.13035052	0.31564093	0.20923354	0.19751158
a31	0.2534374	0.13628317	0.29036883	0.16146547	0.15844515
a46	0.3081228	0.15995754	0.22368309	0.1561899	0.15204665
</S>	0.18566483	0.1729152	0.27020898	0.1853966	0.18581435
