 	avete	cucinato	le	verdure	</S>
a31	0.152328	0.13789034	0.21705776	0.19936661	0.29335725
a46	0.379197	0.01705163	0.09176611	0.37524158	0.13674372
a20	0.16624676	0.014657709	0.09582505	0.5727765	0.15049396
a31	0.14395289	0.026011074	0.09783773	0.54002047	0.19217783
a17	0.0773251	0.04492634	0.09302697	0.5914387	0.1932829
a31	0.5396215	0.08529447	0.10516703	0.15727015	0.11264695
a35	0.4263734	0.14163421	0.060706533	0.17935278	0.19193302
a31	0.41010457	0.08705448	0.08213322	0.21067004	0.21003765
a46	0.27535138	0.28811237	0.12587173	0.16332978	0.14733477
a38	0.14121579	0.11886246	0.111978225	0.29411292	0.33383065
a17	0.14195293	0.26867807	0.19445789	0.19974664	0.19516449
</S>	0.10142895	0.15657404	0.1635132	0.23057483	0.347909
