 	non	sono	ancora	vestita	</S>
a31	0.18290184	0.18294118	0.18416317	0.1974824	0.25251138
a23	0.06684842	0.033175036	0.12367654	0.49511245	0.28118756
a31	0.5211089	0.051648267	0.16256024	0.2060087	0.058673833
a7	0.7033655	0.09825453	0.06416863	0.06611899	0.06809227
a31	0.5160216	0.0724555	0.08467061	0.28407443	0.042777877
a13	0.7288639	0.0523551	0.07765961	0.095482536	0.045638923
a31	0.27447715	0.1121845	0.1016218	0.47954902	0.032167614
a37	0.058027804	0.020504074	0.07928715	0.60685277	0.23532818
a18	0.23712605	0.11370739	0.13522458	0.45779	0.05615198
a31	0.11051643	0.08052435	0.1303862	0.58084613	0.09772684
a46	0.093654916	0.17850704	0.20177531	0.3855762	0.14048654
a8	0.067784294	0.082311496	0.1354493	0.2954019	0.41905296
</S>	0.05141875	0.06456012	0.18744223	0.2856254	0.4109535
