 	vengono	vestiti	dai	genitori	</S>
a31	0.19809581	0.19785896	0.20048855	0.20109229	0.20246439
a46	0.022931924	0.2298827	0.22564507	0.23840275	0.2831376
a18	0.012871255	0.16839285	0.2607779	0.4036835	0.15427442
a31	0.022544859	0.24334589	0.13679299	0.26470244	0.33261383
a11	0.02104899	0.3101267	0.2818456	0.122111015	0.26486763
a31	0.009481834	0.41233674	0.12971476	0.09662132	0.35184538
a39	0.0076130447	0.19867207	0.082876466	0.13031171	0.5805267
a31	0.0135470275	0.40855566	0.122943	0.08052121	0.3744331
a35	0.02348455	0.13712664	0.037204076	0.05242927	0.7497555
a31	0.030681068	0.32827654	0.0524611	0.11607568	0.47250563
a18	0.11206836	0.27385604	0.094674304	0.054828618	0.46457264
a0	0.066214964	0.19186011	0.08214668	0.07840602	0.5813722
a31	0.107851125	0.22452526	0.059103362	0.15195449	0.45656583
a37	0.11542272	0.3324091	0.15655196	0.09490232	0.30071393
a20	0.12255155	0.2853117	0.114116274	0.086624734	0.39139575
a31	0.147106	0.3370575	0.1188618	0.11924283	0.27773187
a41	0.17275238	0.31457922	0.188603	0.12848322	0.19558218
a20	0.19586948	0.24528937	0.12989329	0.14834297	0.28060487
a31	0.2156778	0.21960773	0.23824547	0.15960321	0.16686569
a20	0.2258266	0.21563096	0.29734805	0.13188237	0.12931201
a39	0.24613443	0.15735215	0.24404243	0.17568116	0.17678976
a46	0.2890394	0.18836184	0.26484802	0.1292823	0.12846847
a41	0.36524048	0.18324171	0.16486584	0.14294186	0.14371015
</S>	0.3506646	0.18414688	0.14059256	0.16709402	0.15750198
