 	dove	aveva	per	stare	non	aveva	</S>
a24	0.071796894	0.07172047	0.07618034	0.3678809	0.15911105	0.12259348	0.13071692
a20	0.10920593	0.09310851	0.20781878	0.2866782	0.16468182	0.062147092	0.0763597
a13	0.20264702	0.103799894	0.46657392	0.15749116	0.020035824	0.025192048	0.024260202
a37	0.14850335	0.14815931	0.35588515	0.22015285	0.04118381	0.050206475	0.035909016
a24	0.14587125	0.085128374	0.30869424	0.1102677	0.12550044	0.14652309	0.07801494
a31	0.10330387	0.04712655	0.18134631	0.26401666	0.13912012	0.17095272	0.094133824
a20	0.04867424	0.011588881	0.032219417	0.51829946	0.2649844	0.061808895	0.062424637
a0	0.10455621	0.022796897	0.07796521	0.39701396	0.2258006	0.11444525	0.057421934
a20	0.054709822	0.016896203	0.10178019	0.31861404	0.28221717	0.13359722	0.09218538
a31	0.009533263	0.004384809	0.022020899	0.6659925	0.19250028	0.05157536	0.05399287
a8	0.0078015043	0.004637301	0.017961342	0.72355986	0.16813707	0.034306787	0.04359603
a23	0.011988406	0.008113092	0.01572389	0.8501203	0.06374562	0.026391407	0.02391725
a38	0.0029981746	0.0050388225	0.009233245	0.9283662	0.021035966	0.0153749	0.017952606
a33	0.020631524	0.019187214	0.04706802	0.7138634	0.07863765	0.061706726	0.058905456
a31	0.020422872	0.03224218	0.058784187	0.6283523	0.10324998	0.05930797	0.09764059
a24	0.04064902	0.043338712	0.097277276	0.5208658	0.08214905	0.11889345	0.096826635
a18	0.035819296	0.034986846	0.0763744	0.593926	0.09967281	0.05344321	0.10577746
a31	0.084158786	0.08295149	0.10368923	0.33835962	0.102296315	0.18693209	0.101612434
a33	0.12145184	0.10353125	0.11079622	0.16831623	0.13003236	0.2437071	0.122165
</S>	0.12035426	0.12058275	0.15965055	0.1931203	0.12850097	0.1383617	0.13942945
