 	Marika	è	che	si	sposa	domani	</S>
a27	0.1389896	0.13897061	0.13907668	0.13902831	0.13906056	0.14397955	0.16089468
a37	0.0050931755	0.055041593	0.16677237	0.045023393	0.17991056	0.2028713	0.34528768
a31	0.0671971	0.5330929	0.20915134	0.013995054	0.10955965	0.019418538	0.047585383
a11	0.09573923	0.3780956	0.27498055	0.019764613	0.1410667	0.045318667	0.04503466
a31	0.10998999	0.38646105	0.13959244	0.009482477	0.18970232	0.044066254	0.12070538
a37	0.07371199	0.2808281	0.15881275	0.018969359	0.23748474	0.039044186	0.19114895
a31	0.02367595	0.071685	0.3871803	0.014876466	0.23422791	0.0710103	0.19734402
a6	0.12436741	0.08876137	0.27484453	0.00598732	0.16082779	0.1319215	0.21329011
a20	0.15041971	0.099235386	0.07681561	0.018719623	0.07408936	0.35585824	0.22486204
a31	0.28833687	0.13220547	0.07334522	0.025903543	0.08050383	0.17269517	0.22700992
a20	0.3038319	0.12993841	0.08586717	0.020782288	0.10182437	0.16846296	0.18929294
a31	0.36332974	0.12658258	0.11646677	0.025221856	0.060141295	0.099819236	0.20843858
a0	0.23513722	0.2210917	0.11315578	0.03354997	0.089547545	0.12559451	0.18192323
a20	0.105070144	0.09086003	0.07329674	0.056026805	0.076421686	0.21495189	0.3833727
a31	0.16710383	0.16997935	0.1202684	0.109781414	0.12932165	0.16442943	0.13911593
</S>	0.21332131	0.209443	0.12094757	0.092452005	0.14096515	0.1208511	0.10201979
