 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.08509647	0.083697766	0.08355676	0.14364876	0.09631356	0.19680452	0.115411356	0.19547078
a31	0.38645864	0.27847755	0.15619512	0.043325998	0.020425215	0.07804254	0.011037269	0.026037704
a37	0.20495939	0.32731688	0.3656797	0.0470818	0.010906755	0.0298842	0.005674471	0.008496865
a20	0.1219178	0.24144545	0.49507102	0.088435665	0.0207853	0.022790281	0.0046415166	0.0049129347
a31	0.18195868	0.2849357	0.36784464	0.0776074	0.050087497	0.019394927	0.011513887	0.0066572777
a7	0.08802914	0.29377186	0.50193787	0.053574905	0.01983252	0.031057678	0.0063053453	0.0054907296
a10	0.07493961	0.10124597	0.2917087	0.29672572	0.08329916	0.11704777	0.019050866	0.01598216
a41	0.13061139	0.09615059	0.24703914	0.2746361	0.08782034	0.12744468	0.016944475	0.019353265
a37	0.09776369	0.086923994	0.18100789	0.32336903	0.15041688	0.09677358	0.034997404	0.028747512
a14	0.06401483	0.07030755	0.19887067	0.45724368	0.10548212	0.07374674	0.017411713	0.012922657
a31	0.064958505	0.07557094	0.20156887	0.5156602	0.06770936	0.05452692	0.012536914	0.007468359
a20	0.045131	0.108644165	0.17238636	0.49524066	0.1256269	0.033437822	0.009662309	0.009870835
a31	0.102846324	0.19566323	0.2159259	0.40814987	0.031339116	0.031033417	0.0085908985	0.0064511774
a37	0.19267619	0.09305389	0.04966371	0.4853511	0.07555128	0.049223494	0.027374292	0.027106062
a7	0.34510002	0.15743667	0.05951279	0.31400147	0.038855895	0.048615403	0.018351087	0.018126652
a10	0.26336628	0.08922628	0.037559744	0.27762577	0.055132136	0.091985136	0.06581167	0.11929299
a7	0.33711693	0.12886514	0.05206823	0.36693686	0.04976929	0.032865863	0.017306017	0.015071704
a39	0.28553587	0.08216268	0.05112148	0.15116954	0.06267474	0.1840659	0.06422151	0.11904831
a10	0.13227217	0.08356666	0.07826708	0.17900787	0.15532587	0.11397964	0.16370286	0.09387791
a32	0.10328389	0.06776717	0.09717521	0.19972661	0.16903943	0.14506508	0.14308783	0.07485472
a19	0.048553478	0.07686366	0.12281326	0.32447365	0.17835826	0.1087135	0.094802134	0.045422025
a31	0.08284606	0.11701516	0.1571595	0.20913735	0.13427477	0.09417012	0.11989999	0.08549713
</S>	0.06349434	0.0954221	0.12237549	0.23258	0.17630327	0.07623546	0.15975232	0.07383703
