 	non	ha	che	li	aspettiamo	</S>
a46	0.16696632	0.16449015	0.1659359	0.1633865	0.16265555	0.17656563
a31	0.60528797	0.19278364	0.15327069	0.016922174	0.012258692	0.019476753
a15	0.6554885	0.22052994	0.10807098	0.010428114	0.0024377506	0.0030447613
a31	0.39962655	0.29206827	0.29854792	0.0040150676	0.00021400863	0.0055282656
a28	0.12817597	0.24280696	0.59058017	0.024340205	0.00047348524	0.013623274
a20	0.21317132	0.38369823	0.39711294	0.0043107327	0.0006059584	0.0011008634
a11	0.2857915	0.47125143	0.23735699	0.0032442007	0.0011617889	0.0011941498
a31	0.121293046	0.27057227	0.5910109	0.009245271	0.0026008748	0.0052775466
a11	0.19116299	0.25840583	0.53160405	0.012348464	0.0038295407	0.00264915
a31	0.14073524	0.2765577	0.56011295	0.015830398	0.004983475	0.0017801896
a46	0.12159705	0.16877581	0.6829958	0.019762935	0.004034764	0.0028337343
a31	0.08723303	0.11831483	0.765057	0.020687683	0.0024701925	0.0062372023
a11	0.37679222	0.32008785	0.27883103	0.014227527	0.0037481065	0.00631335
a31	0.20467076	0.3496233	0.35404953	0.04955941	0.014129755	0.027967287
a11	0.33812597	0.3891199	0.1093921	0.11865359	0.024794176	0.019914309
a46	0.32161558	0.34424078	0.15407173	0.09253606	0.039849952	0.047685992
</S>	0.15454084	0.25171357	0.21017647	0.13523038	0.10539429	0.14294446
