 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
a31	0.08402863	0.08393963	0.08440444	0.1137581	0.20939526	0.16232038	0.0936085	0.08387817	0.08466694
a24	0.07738647	0.052667767	0.025596896	0.0210761	0.015974231	0.04164844	0.07851538	0.60973984	0.0773949
a31	0.2305328	0.30931196	0.24064817	0.029793546	0.0044684466	0.018680194	0.030975405	0.10687222	0.02871729
a20	0.037929993	0.038661465	0.18688694	0.37652314	0.109142885	0.037579883	0.07904087	0.07646663	0.05776824
a0	0.10015408	0.09536532	0.060056947	0.111464515	0.01496738	0.011628768	0.03959552	0.4908981	0.0758694
a13	0.08708985	0.062698886	0.07365121	0.11836845	0.013527527	0.00810686	0.0388666	0.49133214	0.106358476
a31	0.027349288	0.01876809	0.058594845	0.22816499	0.05715174	0.023115015	0.14292087	0.3172266	0.1267086
a24	0.01632342	0.020409849	0.10009435	0.15700136	0.0267885	0.031334493	0.21374212	0.26435688	0.16994904
a31	0.030680172	0.03429647	0.046180483	0.1567668	0.13525192	0.08885145	0.114365675	0.19706434	0.19654259
a37	0.044712726	0.05456748	0.0885992	0.10198998	0.058585145	0.11942471	0.42493263	0.048817936	0.058370214
a31	0.048109677	0.0476447	0.058877125	0.12637982	0.16188347	0.19507664	0.23948485	0.05897531	0.06356847
a20	0.044432472	0.041828405	0.07055053	0.12098945	0.09686349	0.17227283	0.39635512	0.022464111	0.034243684
a31	0.058125336	0.05499209	0.07840046	0.1757353	0.1297077	0.19335622	0.24071346	0.03449996	0.03446943
a39	0.04535968	0.03273527	0.058767177	0.14640649	0.11404127	0.21748626	0.35184756	0.019058835	0.014297479
a31	0.052998114	0.04238842	0.049982727	0.16472284	0.17268462	0.23700002	0.22917823	0.032710746	0.018334204
a20	0.050220367	0.03559245	0.08823617	0.17336303	0.09909309	0.16037881	0.35261506	0.026617713	0.013883311
a31	0.061775662	0.056637045	0.10671899	0.26765618	0.13688779	0.15075646	0.16026263	0.039006483	0.020298786
a20	0.042485807	0.026336605	0.049296867	0.22487494	0.11999649	0.21506068	0.29231733	0.02395286	0.0056784227
a39	0.056625903	0.04308895	0.07069558	0.29165477	0.174513	0.16615734	0.15457703	0.033795614	0.008891808
a31	0.042944055	0.028883714	0.027176877	0.22684208	0.17253476	0.28953993	0.17710373	0.028310105	0.006664733
a46	0.048051722	0.04140862	0.068529226	0.3483862	0.15187144	0.13726084	0.15358412	0.0429682	0.007939614
a31	0.027960379	0.025791738	0.028710177	0.12073388	0.09480871	0.31767124	0.31983414	0.04131811	0.02317166
a18	0.034326937	0.042075694	0.07841913	0.37059513	0.15976724	0.10129207	0.11506022	0.051933452	0.046530183
a31	0.06233848	0.050036915	0.04220948	0.35302415	0.16290458	0.14887293	0.10092562	0.0639586	0.0157292
a8	0.049659364	0.04755134	0.067836344	0.28610718	0.17306249	0.12655033	0.1570893	0.05131604	0.040827647
</S>	0.09595114	0.0916701	0.10570315	0.28637305	0.14009452	0.103983976	0.0907352	0.04517039	0.040318493
