 	non	ho	cosa	a	fare	</S>
a8	0.10501407	0.104473226	0.10683542	0.36945897	0.1509062	0.16331212
a31	0.5165639	0.06519144	0.059136536	0.07372141	0.12174135	0.16364531
a37	0.26646394	0.04179515	0.06106986	0.19228321	0.23211646	0.20627134
a10	0.11829174	0.14362523	0.25765896	0.15486765	0.19836532	0.12719113
a37	0.032947265	0.022688648	0.05411945	0.20727977	0.36168164	0.3212832
a10	0.08341532	0.047507763	0.08298521	0.22695814	0.3000752	0.2590584
a0	0.01139529	0.019701244	0.04438998	0.2491653	0.3323007	0.34304747
a20	0.06557117	0.079844095	0.08979253	0.2854964	0.2525428	0.226753
a17	0.04785232	0.086127564	0.09607284	0.24739373	0.22543536	0.29711825
a20	0.039623115	0.06445132	0.14807509	0.25693193	0.21488851	0.27603006
a8	0.038251527	0.04822805	0.2633145	0.2260119	0.18366964	0.24052441
</S>	0.023344055	0.029451719	0.12612964	0.28690022	0.25165772	0.2825167
