 	avete	cucinato	le	verdure	</S>
a39	0.152328	0.13789034	0.21705776	0.19936661	0.29335725
a31	0.14393912	0.017007468	0.12679589	0.45138717	0.26087046
a35	0.75584704	0.023275804	0.06341492	0.12308466	0.034377534
a31	0.29224515	0.041737184	0.08643743	0.38576823	0.19381207
a20	0.09321864	0.0520561	0.08686642	0.54144174	0.22641705
a31	0.3899895	0.06077129	0.115175925	0.2813377	0.15272558
a20	0.14407052	0.048493385	0.059205614	0.5590938	0.18913677
a39	0.35623604	0.10603446	0.1368371	0.22447984	0.17641261
a28	0.3271586	0.14092225	0.11077042	0.17174202	0.24940673
a31	0.2698256	0.18107635	0.16495468	0.180567	0.2035764
</S>	0.17941104	0.3124128	0.16544203	0.17834423	0.16438994
