 	l	ho	sentito	che	veniva	</S>
a41	0.17911705	0.04833982	0.04532891	0.101734124	0.4999619	0.12551814
a31	0.05929188	0.059292305	0.05162292	0.1608291	0.55103374	0.117930084
a24	0.21955115	0.36568272	0.12534228	0.12853482	0.07589573	0.08499332
a15	0.07866961	0.42725402	0.08968041	0.27675194	0.039096165	0.08854787
a28	0.09244106	0.2381949	0.17765237	0.19820997	0.22458804	0.06891361
a0	0.05442905	0.1197488	0.05172527	0.54583347	0.11864438	0.109619044
a31	0.1873889	0.11078712	0.081136465	0.49208993	0.043276843	0.08532073
a11	0.39484832	0.20986125	0.026558774	0.29644063	0.038625814	0.033665247
a31	0.2657785	0.29382315	0.060565904	0.28544143	0.0473013	0.047089614
a39	0.37276757	0.23956273	0.09115729	0.1620701	0.054920316	0.07952199
a20	0.33639103	0.20423394	0.10188936	0.19859989	0.046606123	0.11227964
</S>	0.20963058	0.12682863	0.20608419	0.12839228	0.15197754	0.17708685
