 	deve	che	entra	da	qui	</S>
a31	0.14691834	0.14706717	0.1819743	0.14687833	0.17256805	0.20459375
a21	0.013411185	0.01566114	0.0139348535	0.053833637	0.20059268	0.70256656
a31	0.04178497	0.10121112	0.008877469	0.06269754	0.27281398	0.5126149
a20	0.038752593	0.2884646	0.002678282	0.08582981	0.3268442	0.25743052
a11	0.14229302	0.36687306	0.016690584	0.00828674	0.16110149	0.30475503
a31	0.043937843	0.15446939	0.011485208	0.01864107	0.23762012	0.5338464
a37	0.03723207	0.106174685	0.020941323	0.01693895	0.15572508	0.6629879
a31	0.091996	0.3797418	0.02827158	0.031674482	0.11174543	0.35657075
a8	0.04306593	0.16890068	0.043134943	0.054648	0.047274143	0.6429763
a31	0.044999454	0.17660125	0.088035576	0.09164769	0.13064408	0.4680719
a46	0.11580645	0.22722898	0.15216374	0.096427545	0.13230225	0.276071
a31	0.070022926	0.15982614	0.12726964	0.0662208	0.13028456	0.44637594
</S>	0.1654978	0.12881127	0.24502695	0.10697372	0.22259222	0.13109805
