 	da	da	un	famoso	poeta	</S>
a31	0.14702578	0.14698182	0.14977938	0.25026974	0.1481206	0.15782267
a37	0.04595123	0.03293305	0.13146652	0.034631122	0.3016629	0.45335513
a31	0.091650344	0.09610969	0.35594395	0.00486665	0.13836631	0.31306303
a28	0.15463504	0.20772003	0.25673357	0.0041069575	0.17086668	0.20593771
a31	0.35729274	0.29093045	0.18367408	0.009423348	0.03146277	0.12721667
a20	0.0959251	0.06258586	0.37694284	0.006221562	0.12599024	0.33233437
a13	0.13118096	0.41088912	0.35276657	0.018855	0.02038626	0.0659222
a39	0.20810036	0.209721	0.37661028	0.04480258	0.04052034	0.12024534
a31	0.13859306	0.4293902	0.32203886	0.026782122	0.018933432	0.06426223
a35	0.12925488	0.13105431	0.4055846	0.08277091	0.08179381	0.16954151
a31	0.30473176	0.122326195	0.28420252	0.061826058	0.050556842	0.17635667
a17	0.12725003	0.13644554	0.31097463	0.1444904	0.16106863	0.119770855
a31	0.10702019	0.11675494	0.30105442	0.1629528	0.08865309	0.2235646
</S>	0.16523345	0.17846991	0.24086563	0.18457764	0.1478482	0.083005205
