 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
a8	0.03124995	0.031249853	0.031395726	0.03198216	0.043248877	0.058728464	0.03413769	0.085974574	0.051580865	0.08784978	0.07951555	0.04045967	0.09091456	0.08248915	0.086723946	0.09281392	0.03968525
a39	0.0011375496	0.016196882	0.14039932	0.090951405	0.02190458	0.009112147	0.041033227	0.0029595622	0.019792927	0.052159563	0.08731488	0.24971142	0.079858705	0.028082738	0.037131786	0.021510413	0.10074289
a31	0.0013741286	0.0061555123	0.14594987	0.0745286	0.029835356	0.015825717	0.016428368	0.006528837	0.009467061	0.09920082	0.1314687	0.12581241	0.034742057	0.053132594	0.082333505	0.058723498	0.10849299
a20	0.006936362	0.020600501	0.21850882	0.1296248	0.06540139	0.022334397	0.026265858	0.003502612	0.012433014	0.077730544	0.08988759	0.12582695	0.036390465	0.04195176	0.034588516	0.03191694	0.05609945
a24	0.027028944	0.026348766	0.16457745	0.11093798	0.08488985	0.066589	0.082264856	0.011069785	0.021980492	0.06797605	0.09280901	0.09705651	0.028499065	0.029281443	0.02567278	0.024644751	0.03837328
a8	0.007308062	0.014715864	0.09582856	0.044398982	0.022759998	0.013812043	0.024814155	0.011911674	0.013533238	0.10919566	0.18906717	0.18290044	0.039249614	0.01500323	0.06630945	0.02327125	0.1259206
a24	0.0041919686	0.0059417663	0.047942065	0.014465234	0.0070030116	0.006130907	0.026087094	0.0109641915	0.027438007	0.08768469	0.23927337	0.33824378	0.07448642	0.014034897	0.023195786	0.007183354	0.06573338
a31	0.010998993	0.022027016	0.11921468	0.0812095	0.05094933	0.026278017	0.03035288	0.022711478	0.020663133	0.05136465	0.06509933	0.06954167	0.037350606	0.018868562	0.095507205	0.04583131	0.23203173
a20	0.009237014	0.01170088	0.07804058	0.06932756	0.039751284	0.022012776	0.031275123	0.013386297	0.01395969	0.06750471	0.2094943	0.16612324	0.059597656	0.02650569	0.0647065	0.038299643	0.07907712
a31	0.054125287	0.04505258	0.082492515	0.16910207	0.16006394	0.120705314	0.10193004	0.02464523	0.017584272	0.009205256	0.022499409	0.02294527	0.024536174	0.019309489	0.02235677	0.021427602	0.08201883
a8	0.028775359	0.04438261	0.07180469	0.18025982	0.17088872	0.095892146	0.065069914	0.018886698	0.021770956	0.013274401	0.035657465	0.03713841	0.041041877	0.023276791	0.031745493	0.027546661	0.09258798
a31	0.006389894	0.027655223	0.11580722	0.1351437	0.097595766	0.039753884	0.03194127	0.023472127	0.019936386	0.027160568	0.054873582	0.056712408	0.056086503	0.02800652	0.051295456	0.03271178	0.19545771
a20	0.006084786	0.03783248	0.07816139	0.0822858	0.05856616	0.02316704	0.017795395	0.014899501	0.01364692	0.020440796	0.0553202	0.08176097	0.08992298	0.024865903	0.08212682	0.044046283	0.26907653
a31	0.003937881	0.048345078	0.100707464	0.12359205	0.08321873	0.021536702	0.016092243	0.011233827	0.015409648	0.024596544	0.054483503	0.07995186	0.088468075	0.028025987	0.085229024	0.05933185	0.15583949
a9	0.0041194297	0.026752759	0.1037434	0.11361851	0.050532617	0.018460032	0.025853781	0.020155555	0.027045878	0.03482189	0.077246785	0.12654696	0.15868853	0.024018643	0.09882384	0.014914764	0.07465662
a31	0.0015430192	0.004098041	0.043925457	0.022592353	0.0077226134	0.0058413274	0.02680228	0.012096025	0.0445098	0.034801453	0.09724945	0.16021572	0.13305975	0.015931794	0.103137344	0.034481112	0.2519925
a24	0.002463493	0.010959262	0.06592125	0.054789614	0.021431329	0.010585921	0.03026354	0.012586701	0.028978672	0.022001034	0.09876855	0.15106314	0.12817222	0.017874306	0.07039752	0.010951319	0.26279214
a8	0.0016611906	0.014019946	0.09960982	0.09282686	0.031307854	0.009273879	0.018769955	0.008669862	0.022815801	0.024132827	0.10265909	0.12637247	0.12001052	0.025019132	0.10502844	0.045991883	0.15183042
a46	0.0016926215	0.0036589538	0.04918197	0.018182022	0.0065133357	0.005347554	0.02053614	0.011330024	0.043818817	0.03445116	0.08788277	0.16354182	0.14675948	0.014748454	0.10656423	0.028990928	0.2567997
a21	0.0013181311	0.008394321	0.08725366	0.06669807	0.018754348	0.0064198864	0.024245381	0.008505187	0.031179512	0.02383749	0.11563445	0.15721591	0.12692957	0.0169739	0.087090164	0.019964091	0.19958596
a23	0.0014834137	0.00929215	0.10276916	0.07548351	0.024095496	0.0067793285	0.011299826	0.0063117607	0.020827286	0.02479994	0.10004184	0.12924701	0.1317413	0.023639372	0.11064891	0.03241743	0.18912227
a31	0.00082681916	0.0026423756	0.083905905	0.075639464	0.028331133	0.010616632	0.017146096	0.010945098	0.025892887	0.023981327	0.09382305	0.13504794	0.14515457	0.0181682	0.08753911	0.023758894	0.21658048
a46	0.0014478976	0.003058778	0.033535365	0.030902956	0.019391764	0.009816253	0.01957245	0.012602646	0.031205589	0.019673228	0.10599086	0.23607288	0.21238138	0.011645932	0.04613414	0.0049008355	0.2016671
a31	0.00074686995	0.00164168	0.04619491	0.04975448	0.025659058	0.017133953	0.047824007	0.030532094	0.050759014	0.038147025	0.071303725	0.13311821	0.1305605	0.008639279	0.051789787	0.012085761	0.28410968
a38	0.0027206687	0.0048606587	0.05528267	0.05028534	0.025718873	0.012712617	0.020779641	0.020099355	0.078034796	0.05189075	0.11465105	0.25980803	0.18011172	0.0072383503	0.022094207	0.010059865	0.083651386
a24	0.0013420765	0.0033072275	0.035790365	0.048871808	0.039813686	0.018171629	0.044806715	0.029320352	0.054856084	0.025234703	0.08251883	0.19675806	0.21632098	0.010338159	0.049743872	0.007616279	0.13518912
a28	0.0015463962	0.0031810075	0.052524976	0.060065933	0.03786011	0.025347225	0.07870354	0.03861925	0.11627193	0.050435413	0.08065654	0.14428867	0.15784565	0.012269591	0.037541	0.008026415	0.094816364
a31	0.0018942817	0.0033552665	0.031693056	0.0334961	0.017611388	0.013064546	0.0374845	0.019087033	0.058451243	0.04561957	0.08942825	0.22548051	0.2520098	0.00408043	0.038816128	0.0090988325	0.11932906
a17	0.002022278	0.004344722	0.08520468	0.04960278	0.020964364	0.010889605	0.03841497	0.019919612	0.117284715	0.09270937	0.13286166	0.22482231	0.10117817	0.0058002784	0.017463673	0.008769412	0.06774741
a49	0.0029823137	0.003723883	0.027650889	0.02042589	0.019130426	0.016961638	0.112553924	0.037068404	0.14125575	0.03353648	0.08583837	0.18726435	0.1930433	0.015033091	0.038884062	0.009804698	0.0548425
a31	0.0051311236	0.0068355617	0.029873405	0.02940999	0.019909568	0.016513187	0.08339023	0.03304628	0.16484535	0.061200738	0.13704681	0.21484031	0.115248114	0.011980449	0.028540723	0.017172007	0.025016194
a39	0.005897364	0.010674837	0.09856961	0.048638426	0.023837302	0.01688628	0.045478016	0.030152583	0.23337722	0.14512074	0.17537634	0.06711431	0.03493983	0.011546541	0.018807853	0.011560017	0.022022633
a31	0.0031790705	0.004576386	0.039265208	0.012838728	0.009816359	0.008977893	0.08242844	0.02658786	0.12668318	0.046831626	0.074203886	0.265223	0.17782791	0.008256912	0.031359166	0.01911867	0.06282572
a13	0.008610652	0.01071075	0.03919645	0.03175671	0.024432935	0.022323545	0.07292825	0.03073512	0.20913714	0.17310052	0.18264829	0.06029441	0.02846295	0.025384882	0.027451705	0.023414839	0.029410876
a46	0.006346027	0.0078931255	0.034814972	0.013594042	0.017563714	0.01729486	0.064200245	0.023092812	0.17937788	0.10362734	0.108820096	0.21800484	0.060258854	0.018266607	0.04784745	0.041112114	0.037884936
a24	0.006839331	0.007114655	0.020182434	0.01674613	0.018218767	0.01821101	0.054925814	0.025118694	0.1783339	0.15414326	0.1390297	0.17112176	0.04870914	0.017960137	0.04468513	0.037760135	0.040900026
a46	0.0070993756	0.007310749	0.018976329	0.017237805	0.019157602	0.019097405	0.05350898	0.022683434	0.1863626	0.17490129	0.1572213	0.13799267	0.039408114	0.018963277	0.042570204	0.03528887	0.042220037
a24	0.011115077	0.010277523	0.024811605	0.022377655	0.021467183	0.021379346	0.046492103	0.022760129	0.18658195	0.21976812	0.22508596	0.07463635	0.023654152	0.021242253	0.022796046	0.022011956	0.023542594
