 	che	vende	buon	pane	</S>
a17	0.16476253	0.16002445	0.17795596	0.21599047	0.28126657
a31	0.18791929	0.1973028	0.27381492	0.08366508	0.2572979
a11	0.3780123	0.18882093	0.2957151	0.075958505	0.061493196
a39	0.07991336	0.09295423	0.43557787	0.28793585	0.10361874
a35	0.048834667	0.058280483	0.3713781	0.2108388	0.31066802
a39	0.11567973	0.064780466	0.09637842	0.08515838	0.63800305
a31	0.18863992	0.09401512	0.09707759	0.050776478	0.56949085
a24	0.15777159	0.08706977	0.15587634	0.080872156	0.51841015
a18	0.10048146	0.098559275	0.21237782	0.12223983	0.46634156
a31	0.20141698	0.22717872	0.25941697	0.09722582	0.21476153
a13	0.23098399	0.22130802	0.29387188	0.12861365	0.12522249
a31	0.12469174	0.2339437	0.31925073	0.0856406	0.2364732
a46	0.10856076	0.33035818	0.24846508	0.17139612	0.14121988
a8	0.083438545	0.2582944	0.16970898	0.160552	0.32800606
</S>	0.07005625	0.20144916	0.22514671	0.23103628	0.2723116
