 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.10840918	0.1084685	0.10838635	0.10931323	0.11283948	0.12308255	0.1326064	0.1968942
a31	0.06667544	0.24506156	0.4891271	0.12980181	0.01236038	0.021934355	0.012133233	0.022906082
a39	0.03885453	0.21047385	0.25708202	0.22429192	0.052980658	0.104915276	0.041420523	0.069981255
a21	0.030979985	0.31054473	0.25646806	0.33054364	0.023628222	0.02452129	0.009004485	0.014309581
a31	0.043717723	0.44782114	0.19470924	0.1748245	0.09129369	0.022053609	0.015801657	0.009778463
a37	0.03492556	0.32164818	0.18542181	0.23427087	0.10103796	0.085094966	0.022924447	0.014676211
a31	0.061584957	0.10953533	0.089702316	0.40878627	0.15643646	0.10244573	0.030092483	0.04141647
a41	0.04732327	0.15171668	0.1078346	0.5564693	0.022831041	0.08545953	0.00799398	0.020371603
a10	0.03604349	0.1370432	0.10586673	0.35066906	0.011668978	0.31041268	0.0063948124	0.041901033
a31	0.02230316	0.20314786	0.0894159	0.42732653	0.058107696	0.14842193	0.008871022	0.042405866
a46	0.0155752115	0.28024125	0.0894206	0.42812908	0.039991546	0.10914552	0.0048791375	0.03261766
a20	0.012886242	0.15253544	0.106501915	0.31264165	0.06561211	0.27423438	0.010546678	0.06504165
a13	0.01757269	0.10888911	0.071679726	0.39508042	0.031088574	0.29532114	0.014467095	0.06590133
a31	0.008138736	0.07448368	0.03769247	0.22589551	0.029170055	0.52108824	0.015309078	0.088222235
a39	0.07780971	0.22367503	0.09746115	0.14413795	0.024168488	0.195342	0.028012844	0.20939286
a16	0.021225723	0.1200365	0.111445606	0.28396156	0.015628362	0.3718833	0.018346047	0.057472903
a13	0.07402699	0.09332946	0.07971906	0.15264367	0.058884945	0.28422034	0.11199685	0.14517872
a31	0.1354273	0.15323798	0.14401716	0.12773511	0.09475369	0.13349889	0.067061625	0.14426821
a37	0.06724358	0.10868634	0.19364536	0.12097801	0.1975233	0.13304475	0.05733528	0.121543355
a31	0.12137973	0.10773489	0.30402228	0.17487612	0.06896902	0.10268031	0.043059204	0.07727848
a8	0.05616406	0.060563393	0.10592833	0.06719496	0.3654119	0.07455639	0.13413487	0.13604611
</S>	0.085034885	0.08457136	0.085428804	0.087065235	0.13886918	0.10359435	0.19217135	0.22326478
