 	non	aveva	dove	a	stare	</S>
a31	0.06340515	0.06304704	0.08618757	0.27102658	0.30758938	0.20874429
a8	0.21026441	0.050416578	0.07161876	0.12114239	0.4147322	0.13182576
a31	0.40447798	0.047529962	0.051220365	0.09757807	0.3662217	0.032971904
a28	0.19037355	0.059993546	0.048300713	0.08129683	0.50338715	0.11664817
a37	0.24952444	0.021502616	0.015881605	0.12447088	0.39048773	0.19813274
a31	0.286593	0.026947385	0.05112843	0.20923829	0.3079019	0.11819102
a18	0.17973979	0.0551105	0.12317725	0.21575637	0.24901399	0.17720217
a0	0.12277347	0.02537178	0.019209968	0.07274032	0.6279491	0.13195537
a23	0.08047276	0.0119453	0.020844689	0.06163634	0.77901095	0.04608997
a8	0.02192	0.012918402	0.018437859	0.08797479	0.789914	0.06883497
a31	0.061140325	0.045660693	0.06512624	0.15253176	0.5236088	0.15193221
a20	0.050998047	0.0631286	0.101021074	0.114287876	0.57303077	0.097533636
a31	0.04742044	0.035528082	0.08006719	0.09678823	0.6599315	0.08026463
a20	0.09197608	0.07153689	0.14512709	0.15613069	0.3983872	0.13684209
a24	0.07430985	0.058758274	0.11725667	0.13562252	0.4744091	0.13964354
a8	0.034042437	0.035260983	0.113863535	0.26302135	0.3537556	0.20005609
a31	0.05766707	0.06621618	0.2078846	0.24267468	0.25563008	0.16992736
</S>	0.11500104	0.10529083	0.1711885	0.25471812	0.22874808	0.1250534
