 	mi	si	gonfiò	il	dito	</S>
a31	0.15845771	0.15797126	0.16529362	0.16199777	0.16210656	0.19417311
a11	0.64833677	0.016682291	0.028308418	0.08073506	0.068473816	0.15746373
a31	0.7686725	0.008566035	0.03385926	0.0632801	0.018930988	0.106691
a15	0.86707103	0.027342994	0.026054418	0.023631895	0.0139934635	0.04190626
a31	0.61266154	0.027173404	0.14360006	0.11739343	0.023441287	0.07573028
a0	0.6062739	0.01431282	0.07164637	0.105346	0.11177437	0.09064652
a46	0.1727982	0.09296778	0.4191222	0.22396152	0.036527533	0.05462281
a31	0.43752888	0.1252447	0.088630386	0.10578376	0.1413064	0.10150587
a18	0.27221388	0.2326687	0.07591143	0.07190055	0.16417584	0.1831296
a31	0.26232487	0.14785509	0.1438467	0.17808026	0.10505198	0.16284107
a24	0.20443317	0.15271515	0.1314439	0.10835307	0.2218739	0.18118085
a28	0.27820963	0.049548946	0.1056283	0.21807572	0.1671545	0.18138291
a13	0.15448596	0.08689585	0.15943742	0.15146591	0.26211488	0.18560001
a20	0.18187946	0.07229456	0.17887902	0.17740142	0.14552918	0.24401636
a17	0.19208363	0.08981572	0.26324737	0.23889841	0.11876321	0.0971917
a39	0.12964185	0.08962608	0.2946867	0.24426697	0.11099706	0.1307813
a20	0.17874765	0.12535928	0.17085211	0.15163279	0.24751362	0.12589458
a31	0.3612649	0.12214772	0.15601182	0.19841786	0.09043908	0.071718626
a41	0.37466216	0.16972168	0.118073605	0.16066682	0.09541539	0.081460446
a8	0.2921476	0.14445496	0.14266758	0.16965087	0.12571134	0.12536769
a37	0.22781177	0.15932584	0.16136867	0.15433426	0.14875907	0.14840041
a8	0.23275827	0.14602035	0.13084656	0.13491483	0.2226091	0.13285094
</S>	0.30811808	0.16719057	0.1275707	0.13214436	0.13237411	0.13260214
