 	sta	seduta	nel	giardino	</S>
a20	0.1965256	0.19273533	0.19588836	0.20450574	0.2103449
a17	0.011648075	0.03822832	0.21550119	0.25544295	0.4791794
a20	0.25368896	0.24972509	0.37434158	0.044260703	0.077983715
a31	0.099425554	0.35649318	0.15402636	0.119401254	0.27065364
a17	0.06923617	0.26125494	0.34862345	0.15695663	0.16392884
a31	0.15228628	0.3408056	0.24230495	0.14631575	0.11828742
a46	0.18821849	0.4418461	0.15968066	0.12386939	0.08638542
a31	0.26706436	0.35164228	0.07499879	0.1820853	0.12420929
a20	0.22348739	0.21016574	0.20421313	0.24121657	0.1209172
a31	0.3257141	0.23390497	0.1268809	0.13592513	0.17757489
a20	0.28367043	0.1061046	0.17753917	0.28315192	0.14953376
a18	0.3414046	0.15452522	0.16992044	0.15315728	0.18099242
a46	0.39884424	0.09541751	0.18097973	0.15085827	0.17390023
a20	0.25423342	0.07863409	0.24067491	0.19560732	0.23085026
a31	0.50479186	0.10364196	0.11425632	0.18555355	0.09175635
a18	0.54104817	0.20230626	0.10229972	0.08731294	0.06703285
a31	0.5973784	0.14487943	0.09860377	0.07794455	0.08119389
a0	0.3573378	0.23118155	0.12339798	0.17591968	0.11216295
a31	0.47850168	0.1388954	0.12954855	0.12576352	0.12729083
a8	0.3628611	0.20911543	0.12688969	0.18134265	0.11979115
a31	0.3012822	0.17594229	0.17717224	0.1734318	0.17217144
a18	0.3564213	0.22126311	0.12448587	0.18182896	0.11600076
a31	0.6218228	0.13204452	0.086942814	0.079140894	0.080049045
a17	0.38024133	0.19972521	0.13229038	0.15987988	0.12786327
</S>	0.35930538	0.16929746	0.15756185	0.15791014	0.15592523
