 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a23	0.0773646	0.077363834	0.07738349	0.07874964	0.13702059	0.09246715	0.09612429	0.09516756	0.08876339	0.08244886	0.09714658
a31	0.19921298	0.14011516	0.22765209	0.073573165	0.035916246	0.04267545	0.03969786	0.043510057	0.05507842	0.08209655	0.060472
a20	0.3041278	0.12724298	0.17759019	0.048100557	0.040880665	0.040022824	0.039202575	0.052645665	0.04978342	0.070787586	0.049615674
a31	0.17062962	0.2241071	0.29124752	0.15712039	0.012390178	0.016120387	0.010259925	0.024415165	0.030038033	0.034896065	0.028775578
a7	0.18109435	0.21060212	0.23619056	0.12994127	0.022183388	0.058547206	0.028619628	0.027611826	0.034048926	0.0318888	0.03927201
a31	0.17946066	0.24020372	0.34400797	0.058113925	0.032210756	0.018043272	0.0059495587	0.020051464	0.03238368	0.038914673	0.030660275
a24	0.14068902	0.20676886	0.3619943	0.12825352	0.018165538	0.038818784	0.0058667823	0.046235483	0.028441546	0.017176569	0.0075896047
a37	0.08105064	0.07300074	0.09614815	0.04568697	0.07606596	0.0605029	0.04139247	0.08692741	0.13812442	0.14561972	0.15548061
a31	0.04689531	0.058224093	0.0742178	0.039476726	0.10326848	0.11103696	0.04501087	0.12989779	0.19597463	0.10077041	0.095226936
a11	0.052952226	0.06542262	0.10059074	0.030589698	0.12702455	0.24886943	0.026562791	0.12277666	0.11850294	0.049742237	0.056966104
a31	0.04852035	0.038353506	0.05351271	0.023525381	0.09709077	0.25443056	0.041554242	0.11639859	0.10379612	0.10241241	0.12040533
a3	0.042802446	0.03979387	0.05636218	0.030001827	0.16924466	0.22271246	0.019370714	0.19050176	0.098634705	0.067201756	0.06337356
a27	0.045488197	0.03245158	0.052409228	0.03746805	0.17352118	0.12907778	0.011885668	0.23639199	0.1580306	0.07001803	0.053257693
a20	0.06979852	0.06806216	0.10068641	0.031848267	0.11120456	0.17974594	0.016817637	0.17641905	0.08247065	0.08533215	0.077614695
a31	0.09466539	0.11420508	0.20815952	0.038349427	0.0857092	0.13177225	0.010979919	0.13647938	0.0637655	0.046587653	0.069326684
a20	0.087767236	0.06889694	0.11862655	0.053895384	0.11337739	0.15300138	0.021968579	0.12253931	0.05162166	0.10644062	0.101864964
a11	0.098496184	0.11850923	0.24523796	0.053790398	0.06862704	0.0853468	0.015522933	0.13185863	0.06859278	0.043110795	0.070907205
a13	0.11205509	0.10015387	0.1601861	0.08625504	0.07573023	0.07089938	0.030267822	0.1224064	0.09591566	0.056140177	0.089990236
a28	0.10433947	0.07376558	0.10965409	0.051142838	0.066106245	0.09847329	0.063551776	0.14370354	0.11431314	0.063478656	0.11147135
a31	0.07696155	0.06814233	0.10101781	0.09579554	0.10378011	0.104056574	0.07128975	0.11175717	0.09041034	0.08766507	0.08912376
a39	0.08104882	0.048987046	0.05936258	0.21376951	0.11419979	0.10663782	0.07172319	0.077544406	0.07496007	0.07818993	0.07357687
a31	0.068109974	0.07164849	0.08139962	0.07408049	0.1457772	0.08945179	0.08636361	0.119909115	0.097674154	0.07441187	0.09117369
a8	0.050224464	0.046502836	0.051683333	0.17869484	0.12744077	0.11634143	0.09459559	0.05852175	0.07452009	0.10682558	0.094649374
</S>	0.06442289	0.064536035	0.06493857	0.08765623	0.17188425	0.10118031	0.08865709	0.08036396	0.07688095	0.10713465	0.09234506
