 	che	consuma	poco	benzina	</S>
a31	0.1995772	0.192637	0.19610101	0.21967633	0.1920084
a41	0.91259414	0.024020132	0.011864341	0.005969575	0.045551814
a31	0.94564056	0.019564511	0.019440722	0.00043885305	0.014915377
a28	0.8698942	0.040676434	0.013827297	0.00092900265	0.07467301
a24	0.9418504	0.01828104	0.009724204	0.001554678	0.028589616
a31	0.9234874	0.028576484	0.012426306	0.009994735	0.025515014
a11	0.83941495	0.04782353	0.026376098	0.024035688	0.062349677
a31	0.60459197	0.14805096	0.13749878	0.042992488	0.066865884
a46	0.3399425	0.32344326	0.16116169	0.12687033	0.0485822
a31	0.21695298	0.2864012	0.13887136	0.23651215	0.12126222
</S>	0.04939821	0.49396434	0.13519074	0.21854727	0.10289944
