 	non	ho	cosa	a	fare	</S>
a8	0.10501407	0.104473226	0.10683542	0.36945897	0.1509062	0.16331212
a31	0.5165639	0.06519144	0.059136536	0.07372141	0.12174135	0.16364531
a37	0.26646394	0.04179515	0.06106986	0.19228321	0.23211646	0.20627134
a11	0.11829174	0.14362523	0.25765896	0.15486765	0.19836532	0.12719113
a13	0.114387795	0.053282898	0.122214854	0.16236344	0.33971003	0.208041
a20	0.048927408	0.03397538	0.052378148	0.23984718	0.3857616	0.23911034
a31	0.05591099	0.03681248	0.04354208	0.3056257	0.34541208	0.21269664
a8	0.036639754	0.02993543	0.028270997	0.2727923	0.44411173	0.18824981
a31	0.33921018	0.22992875	0.114700496	0.10048269	0.096231125	0.119446754
a46	0.18210559	0.23611331	0.16617495	0.08739041	0.19638638	0.13182937
a8	0.121954225	0.1332948	0.10010064	0.20276676	0.1951592	0.2467243
</S>	0.053836424	0.10748458	0.1190772	0.23646809	0.20585404	0.27727965
