 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.11643467	0.11642525	0.11641771	0.13612542	0.17809887	0.14119662	0.19530137
a31	0.018821836	0.13873497	0.007773021	0.1222526	0.13695836	0.28799608	0.28746313
a4	0.11247917	0.56987906	0.037690528	0.027026929	0.040653262	0.16747189	0.04479921
a46	0.08653387	0.35078675	0.06118527	0.038455307	0.098799825	0.29169405	0.072544925
a31	0.07370062	0.30879676	0.02846587	0.031587057	0.1603838	0.32622793	0.070837975
a28	0.04899712	0.16966562	0.020076951	0.023408111	0.1405427	0.4933449	0.103964664
a27	0.0307481	0.097948775	0.004573625	0.10875602	0.09075963	0.3758079	0.2914059
a31	0.016660303	0.06663677	0.001280166	0.13544151	0.08864285	0.33355504	0.35778332
a49	0.006601225	0.019415773	0.0018762372	0.064831756	0.03151366	0.4379878	0.4377735
a23	0.0016122839	0.008001424	0.0006539587	0.038728833	0.02197918	0.33685225	0.5921721
a31	0.0018364834	0.0053023747	0.0009308851	0.057961207	0.038837165	0.47357345	0.42155844
a29	0.007324316	0.024186749	0.017032992	0.14285806	0.17198153	0.33695382	0.2996626
a17	0.010618218	0.02184989	0.014374017	0.06807843	0.06272803	0.50185287	0.32049853
a20	0.015044853	0.021619413	0.0100950515	0.112656824	0.062027905	0.59067917	0.18787682
a17	0.018698424	0.03952602	0.022214709	0.119181976	0.12599812	0.30666038	0.36772037
a31	0.023167435	0.026413832	0.017012661	0.12604794	0.07569241	0.29318	0.4384857
a20	0.04850988	0.10811643	0.06659169	0.18650754	0.15061091	0.21619825	0.22346523
a31	0.06868893	0.10690367	0.09000433	0.09361726	0.11004089	0.114481874	0.416263
a3	0.09668839	0.14766723	0.13668557	0.13896099	0.119046755	0.15382211	0.20712899
a31	0.10129951	0.11120687	0.11025123	0.12761939	0.17674021	0.13704072	0.23584202
a8	0.10568681	0.11762822	0.12259034	0.15860629	0.12842114	0.17412412	0.19294307
</S>	0.12407627	0.124222994	0.12440585	0.13810855	0.15705714	0.14389147	0.18823771
