 	sul	muro	vuole	uno	specchio	</S>
a31	0.1517168	0.15169954	0.15168288	0.22450344	0.15909065	0.16130662
a39	0.10731441	0.043109972	0.05723047	0.16546404	0.443738	0.18314306
a35	0.5560427	0.2758557	0.07490131	0.029756917	0.03307845	0.030364994
a31	0.6052918	0.24404974	0.06967867	0.023144092	0.033528306	0.024307363
a2	0.6810119	0.1521849	0.10211486	0.013770134	0.0150096165	0.035908613
a0	0.16215914	0.08680109	0.37032652	0.051875424	0.25327715	0.0755607
a20	0.37751493	0.11684874	0.34669846	0.014306552	0.12058585	0.024045497
a18	0.20723921	0.16160172	0.42974275	0.011856925	0.15144773	0.038111687
a31	0.26336437	0.33266333	0.33061004	0.0061072656	0.03891586	0.028339135
a0	0.14929114	0.14993475	0.2415689	0.058461916	0.25940377	0.14133954
a31	0.11867266	0.24852693	0.17693888	0.08031993	0.14902845	0.22651313
a46	0.07138825	0.076544546	0.17999126	0.2627935	0.27256334	0.13671905
a33	0.064391054	0.070901036	0.12535338	0.17172593	0.24515845	0.32247016
a8	0.06182997	0.062035132	0.11304764	0.2410412	0.35621202	0.16583398
a31	0.10429036	0.10408074	0.08575059	0.37091592	0.23878056	0.09618173
</S>	0.16494589	0.16403516	0.10982703	0.21514969	0.2394564	0.10658583
