 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.10530367	0.105063245	0.105724774	0.107232176	0.1088425	0.17473583	0.2930978
a31	0.34795016	0.045117844	0.002718415	0.012753039	0.014717826	0.2769239	0.2998188
a17	0.15609735	0.042061754	0.052228592	0.12790781	0.057299346	0.29341817	0.27098697
a11	0.30767554	0.49357828	0.038199563	0.024124775	0.011630781	0.048615456	0.07617558
a31	0.23105393	0.22443527	0.078859754	0.055720765	0.04151912	0.20740399	0.16100718
a20	0.15535465	0.15123737	0.090532325	0.083517194	0.058924556	0.31285277	0.14758113
a31	0.112417795	0.09046881	0.11147266	0.19958885	0.059101712	0.19661967	0.23033044
a37	0.24710102	0.08823805	0.03335185	0.2420874	0.026871968	0.10038347	0.26196626
a24	0.05073787	0.028844053	0.026201105	0.064411275	0.028521832	0.21704206	0.58424187
a28	0.022506455	0.024804933	0.023227252	0.051996138	0.017160686	0.17335927	0.68694526
a31	0.0333504	0.056395892	0.020925699	0.03844946	0.019121835	0.2159612	0.6157955
a24	0.077692054	0.015236353	0.03900811	0.04217346	0.038623907	0.25779995	0.52946615
a35	0.117954925	0.047676973	0.060087115	0.11516019	0.1471203	0.232357	0.2796435
a31	0.06898891	0.023852041	0.06735162	0.087703414	0.07437754	0.3103316	0.36739486
a20	0.034446243	0.034473114	0.19891313	0.1956	0.16537523	0.1282351	0.24295713
</S>	0.10174911	0.050659813	0.1900975	0.13869086	0.19111603	0.11353411	0.21415259
