 	io	voglio	che	Maria	venga	qui	</S>
a31	0.12028313	0.12026809	0.12030645	0.120261215	0.1204533	0.1827644	0.21566346
a39	0.5705445	0.16822651	0.053844437	0.013832438	0.016377842	0.016412232	0.16076204
a31	0.35868323	0.33888194	0.24503161	0.014965869	0.010214517	0.0059374324	0.026285494
a37	0.16278814	0.33604503	0.27648944	0.14698943	0.027611963	0.014323775	0.035752308
a31	0.2996987	0.3738828	0.28142965	0.014037322	0.0033357288	0.0029146413	0.02470111
a11	0.30671075	0.3209913	0.25368688	0.06610207	0.015935099	0.0091645485	0.027409295
a20	0.5759553	0.31771666	0.07530662	0.010585025	0.0009932754	0.000821795	0.018621314
a4	0.5537678	0.3573688	0.05720028	0.007995532	0.0014482526	0.0011616834	0.021057758
a24	0.536282	0.21780765	0.1267066	0.021198306	0.008292734	0.0012291197	0.08848354
a31	0.58346313	0.1403109	0.1305732	0.02341279	0.008066278	0.0013943387	0.112779416
a11	0.6234086	0.179634	0.05746824	0.008349658	0.0076970146	0.007981657	0.115460806
a24	0.47395483	0.22417563	0.16570874	0.0090407925	0.013284277	0.006092654	0.10774301
a31	0.316501	0.21650144	0.19794402	0.036516823	0.061199546	0.09330488	0.078032196
a46	0.24484079	0.16527475	0.15465142	0.060428146	0.05929676	0.0555838	0.25992435
a8	0.095891565	0.11656676	0.13605699	0.09132789	0.07987707	0.27463266	0.20564705
</S>	0.082093015	0.08880665	0.1006163	0.08760256	0.097465776	0.21901384	0.3244019
