 	hai	già	mangiato	</S>
a38	0.13044085	0.16310237	0.32813603	0.37832075
a31	0.41634062	0.049974155	0.12665778	0.40702745
a20	0.773685	0.061404336	0.07361076	0.0912999
a31	0.6929162	0.03271027	0.11974599	0.15462756
a27	0.88486874	0.02776291	0.033872478	0.053495836
a31	0.68793106	0.16594636	0.05280089	0.09332175
a20	0.3915919	0.06435343	0.34113103	0.20292361
a31	0.46418977	0.1250809	0.20444275	0.20628664
a39	0.3675127	0.123839624	0.18908502	0.31956267
a20	0.19280575	0.14498506	0.22995487	0.43225425
a10	0.14361441	0.16559607	0.24230002	0.44848946
</S>	0.16177866	0.08557608	0.24606101	0.5065843
