 	non	so	cosa	scrive	</S>
a46	0.18753889	0.18749553	0.18752415	0.24601169	0.19142972
a8	0.05994677	0.012692166	0.0713899	0.17479019	0.681181
a31	0.48390532	0.29913473	0.11052298	0.051837724	0.054599192
a13	0.24214704	0.2039189	0.4247322	0.04477744	0.08442448
a31	0.3469581	0.14334677	0.3579798	0.08115767	0.07055773
a28	0.2729816	0.10367422	0.28165224	0.13150541	0.2101865
a31	0.21634606	0.08402082	0.08921964	0.17893808	0.43147537
a37	0.3011496	0.11160766	0.054705027	0.08197887	0.45055887
a31	0.3919267	0.24358954	0.046457592	0.07996876	0.23805736
a11	0.3873209	0.1084202	0.106543794	0.091487266	0.3062278
a31	0.3410205	0.111032754	0.1009128	0.12030155	0.32673246
a20	0.1486335	0.100024775	0.16508204	0.3224887	0.26377097
a31	0.21251923	0.12089448	0.16977632	0.25650805	0.24030194
</S>	0.1707473	0.14941646	0.15532777	0.29741502	0.22709343
