 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
a33	0.06309948	0.063100345	0.06310111	0.075108655	0.06489266	0.065162	0.1777829	0.07744706	0.1746218	0.10655646	0.069127545
a31	0.113014996	0.27985948	0.03503882	0.06967842	0.056850705	0.044681564	0.12219874	0.17242505	0.010500044	0.049687635	0.04606459
a7	0.011409602	0.07166441	0.028909313	0.23750018	0.03465684	0.029251061	0.24791984	0.081824005	0.01720179	0.105709925	0.133953
a0	0.064413846	0.3937594	0.043186918	0.083810344	0.05005059	0.041731466	0.15054476	0.112246424	0.0057930485	0.023747783	0.030715382
a31	0.11833387	0.37960085	0.032226775	0.07909561	0.03965988	0.034879725	0.14304374	0.077432975	0.005924875	0.037445325	0.05235645
a37	0.039106514	0.40928212	0.028785383	0.07492613	0.06287163	0.065914966	0.16697213	0.08818311	0.012236985	0.026231995	0.025489094
a8	0.026115369	0.08221999	0.056602236	0.17474674	0.121332146	0.10293024	0.17762147	0.16808249	0.017184837	0.022398481	0.05076604
a37	0.018122545	0.110200465	0.013730051	0.15971445	0.11476133	0.10324686	0.23398437	0.10616308	0.025422916	0.031632934	0.08302103
a31	0.01963646	0.06802757	0.024418902	0.26395795	0.05579384	0.055328034	0.30022	0.08498901	0.01177025	0.025912894	0.08994506
a17	0.01908129	0.09446927	0.019620975	0.19789188	0.088183396	0.09032002	0.22707716	0.1609741	0.019701688	0.017418195	0.06526203
a37	0.01301134	0.025325999	0.0040357467	0.22579746	0.074626856	0.04800975	0.28232324	0.11002872	0.02637043	0.047150664	0.14331983
a31	0.015261449	0.04496624	0.009378907	0.24487974	0.052412115	0.042738814	0.3185482	0.10394741	0.017667148	0.030048568	0.120151445
a14	0.023463732	0.06361328	0.006593749	0.22700632	0.05149263	0.049535062	0.33011237	0.12972711	0.01291367	0.02711491	0.07842725
a3	0.020493502	0.033848133	0.0038923237	0.22868139	0.0445643	0.036690567	0.38022906	0.08529221	0.016088108	0.05487692	0.09534357
a11	0.013502341	0.026417783	0.0042415583	0.27157936	0.042744648	0.030442799	0.3541048	0.09517527	0.017774016	0.052601434	0.091415934
a35	0.012815225	0.036337078	0.0055618472	0.27710748	0.04608141	0.03495049	0.35551414	0.100020744	0.015640186	0.033566833	0.08240454
a8	0.009739816	0.025361834	0.004154066	0.29044825	0.046298444	0.031948537	0.36669835	0.09231557	0.019217866	0.03806063	0.07575658
a23	0.009969418	0.013272929	0.0033916803	0.23129396	0.025125504	0.019581651	0.24357586	0.050103046	0.021887947	0.06808828	0.31370968
a31	0.008229116	0.024578182	0.0037747792	0.28855017	0.05140392	0.036376446	0.35873502	0.09214271	0.018156584	0.033032328	0.08502074
a11	0.01587944	0.0666819	0.007877983	0.24244903	0.052388057	0.06234956	0.34959725	0.10804184	0.010153531	0.01785623	0.06672521
