 	vuole	andare	a	Lecce	</S>
a20	0.04417575	0.043648724	0.3235435	0.46328706	0.12534499
a31	0.10919813	0.19482636	0.13246702	0.4180388	0.14546968
a18	0.42773545	0.37680766	0.16100585	0.026379755	0.008071225
a46	0.5472022	0.3058404	0.09590693	0.047421824	0.0036286672
a37	0.46642676	0.24094887	0.09622228	0.18368503	0.0127171
a23	0.08793192	0.05725486	0.13041548	0.6330352	0.091362566
a18	0.2866681	0.1662076	0.21464002	0.24284807	0.089636214
a38	0.13580473	0.11451459	0.09469576	0.6004637	0.054521192
a37	0.19628175	0.18835504	0.1088719	0.42292917	0.0835622
a31	0.19416724	0.19410421	0.17922597	0.34474435	0.087758236
a20	0.0989177	0.07651096	0.24977088	0.43716255	0.13763791
</S>	0.13908717	0.08187219	0.35005498	0.29300436	0.13598137
