 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.13055491	0.13052881	0.1305344	0.14158913	0.13210513	0.15155186	0.18313576
a31	0.1287743	0.10303613	0.19935867	0.06349773	0.031056728	0.14423649	0.33003998
a20	0.010594669	0.018349234	0.25631168	0.10208935	0.08402619	0.056032646	0.4725962
a31	0.10226855	0.09564961	0.41612822	0.06628463	0.15134886	0.071958855	0.09636134
a20	0.06580765	0.054294053	0.4285855	0.067706615	0.27085865	0.03556556	0.07718196
a38	0.026617443	0.013797142	0.11034814	0.23194513	0.08652393	0.034941558	0.4958267
a31	0.03627093	0.018133705	0.048568968	0.24979639	0.08359984	0.013026347	0.5506038
a29	0.10874305	0.08141388	0.12182202	0.13318193	0.029536506	0.024137424	0.5011652
a20	0.033399794	0.066269495	0.21056694	0.26150864	0.049860176	0.028875247	0.34951973
a31	0.027270386	0.061970577	0.20477581	0.21642633	0.075405866	0.022706501	0.39144462
a20	0.12835167	0.19409643	0.15951893	0.059660643	0.050596062	0.03772639	0.3700499
a46	0.0842362	0.19054186	0.51686764	0.11314203	0.018520415	0.014672398	0.06201944
a31	0.15960272	0.2756663	0.29057324	0.04979215	0.04040279	0.06833491	0.115627915
a20	0.17871635	0.1659481	0.16412294	0.25806624	0.03587895	0.0402335	0.15703386
a31	0.24365255	0.27636763	0.38156497	0.031467646	0.0127158025	0.0145825	0.039648872
a39	0.15568697	0.22088273	0.2322317	0.19568123	0.029429318	0.07070551	0.095382474
a0	0.14821109	0.21742277	0.2803006	0.08635689	0.050379638	0.09306981	0.12425927
a20	0.114790715	0.116063565	0.12845087	0.14808942	0.1043559	0.17764705	0.21060249
a23	0.098581955	0.108136706	0.13038066	0.23411028	0.11520537	0.21651348	0.09707151
a31	0.14875524	0.1426243	0.17538886	0.15727887	0.108867526	0.14305858	0.12402669
a20	0.09401988	0.13064028	0.20434399	0.2208134	0.09581789	0.17254739	0.08181719
a31	0.17176804	0.17345698	0.22754388	0.1267912	0.10378813	0.10155683	0.095094964
a46	0.10099418	0.18030593	0.29952508	0.2040498	0.05756108	0.10469365	0.052870367
</S>	0.14002727	0.13988996	0.1396104	0.14991705	0.13239221	0.1483141	0.14984901
