 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.07844943	0.078466065	0.078359224	0.07841304	0.078914896	0.14704624	0.18351875	0.1962865	0.080545925
a18	0.04896313	0.16572529	0.44354862	0.10757102	0.019428475	0.0009005283	0.0010775873	0.011429228	0.20135614
a24	0.08160481	0.114632234	0.40150917	0.31192434	0.041718993	0.000133375	0.00016518794	0.0021732054	0.04613871
a31	0.13037896	0.15475853	0.28672436	0.34293723	0.044716977	0.00012813148	0.00014142234	0.002584431	0.037629925
a37	0.047253083	0.060390137	0.17412348	0.19417582	0.45137104	0.00552408	0.0019254345	0.004897939	0.06033902
a0	0.09734916	0.2352001	0.18570718	0.16711356	0.23563251	0.0011707098	0.0006547875	0.009208012	0.067963935
a28	0.15433964	0.29287216	0.23454645	0.1464445	0.122349344	0.0014346959	0.00069315225	0.0050188014	0.04230126
a18	0.09534276	0.15472393	0.19195393	0.16184893	0.23187517	0.010852788	0.004032561	0.032874227	0.11649575
a31	0.0975423	0.12247161	0.1967566	0.13640241	0.24812225	0.017462071	0.008727273	0.05056064	0.12195493
a37	0.10359483	0.061555084	0.14838693	0.09155028	0.44214052	0.008279033	0.003452757	0.019242797	0.12179773
a20	0.08721306	0.053718206	0.11235881	0.124031805	0.38276643	0.013266421	0.007822376	0.032476757	0.18634614
a31	0.14209683	0.086554915	0.1311209	0.11764221	0.20292966	0.021602621	0.010857129	0.03216629	0.25502944
a24	0.05705381	0.049593356	0.13383053	0.12190688	0.31468543	0.004384351	0.0019404594	0.0032647406	0.31334046
a31	0.034639254	0.050069984	0.12304133	0.24340817	0.116151415	0.018632611	0.012241569	0.04852468	0.353291
a20	0.17189218	0.10965624	0.106997654	0.32853714	0.11397353	0.018135807	0.009921947	0.007707589	0.13317795
a31	0.17085868	0.14218256	0.084717065	0.3175645	0.057862535	0.0193321	0.010466096	0.0097059645	0.18731056
a18	0.17850517	0.24170762	0.107082374	0.15589555	0.08282675	0.056448642	0.031072745	0.026393054	0.120068066
a41	0.21239394	0.2690622	0.10204357	0.16918801	0.056490313	0.03984445	0.02349723	0.02470486	0.10277543
a35	0.20778391	0.28992835	0.10465435	0.16068728	0.056800406	0.04147324	0.027006885	0.0273718	0.08429378
a24	0.14380017	0.25711426	0.15157534	0.12807605	0.0681169	0.04259402	0.03658337	0.04551322	0.1266267
a28	0.11596349	0.1998346	0.1446805	0.1061031	0.09540294	0.052262977	0.049185265	0.05857375	0.17799345
a31	0.13704322	0.21785711	0.07919233	0.12822577	0.13366155	0.054123025	0.053102758	0.05292629	0.14386798
a11	0.090350226	0.13998981	0.16221252	0.15962365	0.0858565	0.097889975	0.06465212	0.05814472	0.14128047
a31	0.16936918	0.2214609	0.049894948	0.15388677	0.08027544	0.061210316	0.062132787	0.06208749	0.1396822
a20	0.055388168	0.06505774	0.1348354	0.08021616	0.12093256	0.17551433	0.12837562	0.12074817	0.118931845
</S>	0.0870567	0.117393725	0.085507214	0.073344335	0.06833122	0.16725925	0.155478	0.15491404	0.090715535
