 	vuole	vuole	mangiato	caldo	</S>
a37	0.09856519	0.090976216	0.18435687	0.36534375	0.26075798
a31	0.11739707	0.3620234	0.2040957	0.184058	0.13242589
a41	0.29356083	0.5886605	0.09425654	0.01610629	0.007415858
a31	0.32008484	0.35998416	0.2788633	0.02588206	0.015185641
a11	0.41604903	0.42607397	0.096398674	0.03714808	0.024330242
a20	0.36777696	0.33944044	0.12976193	0.13265775	0.030362928
a31	0.3215185	0.32782117	0.11690232	0.18156262	0.052195333
a18	0.39422426	0.11014825	0.12822607	0.24486925	0.12253221
a31	0.47839803	0.10876094	0.12131437	0.15412438	0.13740225
a20	0.14650865	0.10797613	0.14351682	0.39681572	0.2051827
a21	0.1924336	0.07420944	0.15857749	0.30165818	0.27312127
</S>	0.16259119	0.054690693	0.17816935	0.3293149	0.27523392
