 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
a31	0.02367758	0.023416234	0.023434838	0.0238695	0.024933297	0.029681562	0.06423102	0.06304407	0.059298534	0.21057676	0.082471	0.13411297	0.064704776	0.06901769	0.04428786	0.024552492	0.034689825
a11	0.14869674	0.03426974	0.05220147	0.07718643	0.05724923	0.06399706	0.08764959	0.09939068	0.025395766	0.012058606	0.0050835945	0.006868865	0.0064009386	0.021654757	0.044725846	0.22329825	0.033872444
a37	0.16264006	0.10500707	0.07541083	0.07240435	0.06650308	0.06303759	0.083042495	0.10963529	0.028570669	0.016381022	0.0024212655	0.002146129	0.0019498973	0.03259597	0.089315124	0.069847666	0.019091478
a28	0.16058224	0.13656504	0.08888651	0.07854459	0.067928664	0.07010779	0.07935464	0.08193193	0.056589022	0.037797164	0.0025051727	0.0028884371	0.0019115489	0.029513495	0.0574302	0.030883014	0.01658053
a31	0.20650549	0.11732654	0.09918006	0.080971286	0.055760305	0.06902254	0.06483449	0.06395235	0.06347129	0.06818263	0.004194249	0.002616433	0.0012399205	0.014953569	0.035970546	0.041784037	0.010034209
a21	0.2671169	0.08384288	0.07917851	0.054029718	0.054116923	0.069394186	0.06382068	0.06402989	0.04909612	0.076245226	0.013982439	0.007233489	0.0018705393	0.010146136	0.031769287	0.06279791	0.01132915
a31	0.08352361	0.04967129	0.047285996	0.057320498	0.04165741	0.07256247	0.26170453	0.09349711	0.021245973	0.03754447	0.012930224	0.029153822	0.018716665	0.019250851	0.020357477	0.051448278	0.08212926
a10	0.084255986	0.08165418	0.065586165	0.059086293	0.05578929	0.07288948	0.14842878	0.112574175	0.03025801	0.033957534	0.016471956	0.044648964	0.040882055	0.031236064	0.031338017	0.016197998	0.074745
a31	0.0389775	0.10278426	0.08391214	0.100394145	0.048604127	0.058083605	0.22715504	0.086049	0.03647386	0.029639237	0.020217288	0.03256041	0.020234164	0.027460106	0.028714076	0.011140981	0.047600035
a3	0.044724137	0.095426485	0.07557412	0.088814646	0.07001873	0.06396743	0.15188165	0.10769979	0.018116204	0.023333969	0.012177526	0.035690524	0.02056989	0.072419554	0.08208559	0.008743917	0.028755864
a28	0.07247826	0.052736573	0.045144636	0.050714504	0.06419643	0.077984	0.15738061	0.11070925	0.0136710415	0.026921961	0.007549436	0.04030944	0.032677032	0.046355117	0.050208386	0.021012425	0.12995093
a31	0.057056993	0.041831944	0.042718794	0.05073777	0.085108005	0.09344164	0.16940302	0.1098549	0.009288755	0.03055863	0.0059694564	0.035850964	0.024517342	0.0391276	0.041416634	0.021847112	0.14127041
a20	0.054030526	0.03550985	0.032735053	0.04398924	0.078336045	0.091447294	0.17282273	0.16462424	0.008605636	0.02818854	0.0058296933	0.04136578	0.025009943	0.041475225	0.044983808	0.016597454	0.114448965
a0	0.07416741	0.037800774	0.035492864	0.036123134	0.0919114	0.100251935	0.18657331	0.15640672	0.010454075	0.050052136	0.009088262	0.039783552	0.020022837	0.038259536	0.039854195	0.010962406	0.06279549
a20	0.06144615	0.024892684	0.02892407	0.056082238	0.10391548	0.090238035	0.21154313	0.19035839	0.006840039	0.01922217	0.008759848	0.015493243	0.007961643	0.048585262	0.0615223	0.009777853	0.05443747
a31	0.0918879	0.02915781	0.026666412	0.034305803	0.06315518	0.0797344	0.18055992	0.21473506	0.011444505	0.04986974	0.006865734	0.03393491	0.017505964	0.050318476	0.053412735	0.010429592	0.04601582
a20	0.061427742	0.026025001	0.025615638	0.035705507	0.06702206	0.07526859	0.23274761	0.23959944	0.0086430395	0.042207547	0.008420922	0.032070056	0.015190606	0.04582119	0.05086791	0.006160314	0.027206792
a8	0.09264167	0.038609788	0.036921088	0.044655766	0.05753087	0.07609954	0.2256188	0.17820628	0.00947953	0.061581142	0.010138185	0.040846888	0.015949072	0.04040573	0.038269885	0.0063078506	0.026737938
a31	0.066930406	0.006896804	0.0099175675	0.022203956	0.07923726	0.09864753	0.1527352	0.16971785	0.0044099265	0.04100348	0.019485377	0.038344625	0.0123563735	0.072367504	0.109849215	0.03204536	0.06385162
a10	0.022851873	0.034701776	0.04341888	0.07984756	0.10245308	0.12327318	0.1420965	0.1080584	0.0047704563	0.027070832	0.01713963	0.024338698	0.009004767	0.088447556	0.11340874	0.010432146	0.048685916
a31	0.102781564	0.08074234	0.073757514	0.07130911	0.0514735	0.06435324	0.10974101	0.14461963	0.011770312	0.059915237	0.01925724	0.054361667	0.013698406	0.06440618	0.05794956	0.0030523643	0.016811116
a18	0.07552091	0.012927615	0.013720177	0.03257216	0.051171873	0.0714785	0.28462923	0.24474941	0.0053155986	0.03189286	0.008760241	0.029815853	0.007064706	0.054899827	0.06430571	0.0021826318	0.008992746
a31	0.058298726	0.007948787	0.009381022	0.02542044	0.05299353	0.07746586	0.22763723	0.2990373	0.0046140403	0.026518974	0.007684902	0.02572004	0.006960244	0.06409538	0.09279259	0.0031679461	0.010262992
a37	0.033312675	0.007816317	0.009339594	0.027776955	0.058779277	0.08373396	0.16839437	0.31492087	0.0053460165	0.024104653	0.012247351	0.028213907	0.0057271225	0.07669617	0.13160619	0.0031305114	0.008854041
