 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
a39	0.03192997	0.031941958	0.03200514	0.039914295	0.06396185	0.08642475	0.1212535	0.113348745	0.16645314	0.10778217	0.06366336	0.044303622	0.032864135	0.03194483	0.032208547
a31	0.010994271	0.073827274	0.08983111	0.0021913233	0.013757034	0.0075955666	0.026818322	0.007189761	0.031105654	0.008320213	0.010141738	0.031368345	0.060726658	0.5482887	0.07784399
a8	0.013455973	0.026121093	0.03768083	0.0020043666	0.0041356334	0.004299533	0.009964761	0.0052582086	0.017639244	0.0067408714	0.0075475895	0.024378607	0.06466027	0.6885916	0.08752141
a31	0.036891866	0.16335155	0.14840224	0.018721348	0.10130718	0.031338505	0.14128181	0.03213137	0.01996763	0.009836817	0.015757635	0.053197775	0.06737589	0.06720075	0.093237594
a20	0.114826545	0.16929424	0.1533136	0.019865084	0.04157235	0.057516895	0.06605668	0.0033520292	0.01903779	0.011745224	0.008923135	0.02295407	0.037270844	0.17179875	0.10247277
a31	0.112857826	0.117287934	0.12539318	0.050105304	0.09883216	0.03237533	0.0326696	0.011089049	0.010490706	0.017943693	0.021205248	0.02662313	0.037150413	0.18019463	0.12578176
a13	0.08233512	0.12846112	0.116702154	0.027467936	0.08388122	0.035723496	0.07103153	0.013573544	0.01758793	0.028181925	0.03283824	0.04220533	0.044217505	0.21181762	0.06397529
a18	0.02728592	0.11381937	0.123356976	0.018116698	0.04355064	0.008723146	0.02761375	0.01958367	0.030645913	0.036283344	0.051021304	0.1178323	0.15330566	0.045449182	0.18341208
a31	0.022870196	0.12018283	0.12680778	0.015977448	0.04269156	0.0070107314	0.030450905	0.019598324	0.032682367	0.038822602	0.056942686	0.124954134	0.14093196	0.047219764	0.17285669
a20	0.03514424	0.11445572	0.15526654	0.013341766	0.045267317	0.0068777264	0.030418826	0.018316796	0.037527684	0.04196407	0.07231569	0.16875853	0.13532646	0.042098198	0.08292048
a39	0.020505872	0.10487938	0.10846464	0.0120023275	0.035715945	0.0044492497	0.044362757	0.026418721	0.047996774	0.046580177	0.07569751	0.19500503	0.17118919	0.030322773	0.07640964
a13	0.014137283	0.050919216	0.054279324	0.009910514	0.021681705	0.0036535482	0.043417946	0.024560206	0.03735962	0.07611836	0.11573644	0.22129934	0.20013331	0.03854611	0.088246964
a31	0.011554702	0.031306837	0.04288818	0.01232025	0.023666613	0.004726868	0.04294607	0.022914285	0.032503113	0.09825717	0.15174568	0.21747017	0.15891461	0.051221248	0.09756425
a18	0.012564208	0.014655612	0.018552354	0.00803897	0.012108836	0.002633371	0.032903023	0.026859771	0.032867298	0.1001654	0.16720484	0.24835326	0.20919897	0.03727709	0.076616995
