 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.11288372	0.11284144	0.11292834	0.115167774	0.13842225	0.15591945	0.25183702
a31	0.064068876	0.00945986	0.12452332	0.06788038	0.09131152	0.09804007	0.54471594
a29	0.17884772	0.055815127	0.28696352	0.037388466	0.051312596	0.044159137	0.34551343
a24	0.28000697	0.06167675	0.495218	0.024899736	0.07681602	0.01832191	0.04306065
a18	0.45123458	0.07949283	0.31063426	0.04316222	0.027286692	0.027399393	0.06079003
a31	0.28835982	0.108109646	0.1911117	0.082963854	0.1145773	0.035825465	0.17905222
a13	0.12983468	0.026586087	0.45871422	0.14541678	0.16001676	0.02430729	0.055124138
a11	0.04252576	0.039566536	0.42759264	0.1771046	0.15035558	0.02030707	0.14254786
a8	0.028093949	0.075893834	0.16495843	0.05598663	0.20748198	0.027937848	0.43964732
a31	0.03781159	0.041760433	0.030878581	0.045484394	0.1622155	0.0342629	0.64758664
a24	0.048637915	0.02614457	0.07596373	0.072618894	0.121408224	0.05424508	0.6009816
a31	0.07209974	0.04261602	0.09742624	0.09274686	0.20476803	0.08063961	0.40970346
a39	0.046074115	0.054128226	0.11958756	0.2540855	0.1451611	0.06749083	0.3134726
a20	0.06437576	0.055734467	0.06636577	0.12509815	0.23020363	0.12809819	0.33012402
a31	0.08860242	0.0840645	0.07836981	0.20446931	0.22133704	0.17958009	0.14357682
a20	0.091756314	0.14019856	0.08428131	0.24210802	0.18712741	0.15521482	0.09931356
a31	0.13649547	0.18149537	0.11605618	0.13761513	0.15970188	0.12681821	0.14181776
a46	0.1062709	0.1500731	0.095181584	0.20764177	0.1228284	0.22411688	0.09388727
a31	0.11516183	0.11825946	0.115375616	0.13931574	0.14617428	0.20339087	0.16232221
a23	0.09407461	0.11755372	0.088998556	0.22317038	0.14781496	0.23042291	0.09796484
a31	0.11959963	0.124695435	0.11943241	0.13690862	0.14108525	0.19383176	0.1644469
a46	0.10176789	0.119256094	0.09814035	0.20562762	0.1256802	0.24908637	0.10044146
a8	0.12586686	0.12819855	0.12584794	0.13772461	0.14152013	0.18120556	0.15963638
a31	0.1318922	0.13241498	0.13183215	0.14346603	0.134779	0.19239122	0.13322443
a38	0.10526305	0.113690816	0.10359393	0.19156486	0.12248122	0.25796303	0.10544309
a20	0.13937117	0.14469132	0.13856444	0.14206713	0.14093713	0.15513332	0.13923547
a31	0.13744503	0.13784872	0.13733476	0.14265235	0.13817218	0.16911253	0.13743444
a20	0.12118916	0.12646215	0.120163985	0.15220383	0.124527454	0.23528546	0.12016802
a31	0.14205386	0.14625406	0.1413737	0.1423167	0.14156623	0.1454593	0.14097615
</S>	0.13340734	0.14565462	0.1309916	0.14261907	0.1308925	0.18694806	0.12948674
