 	ora	che	loro	non	vengono	più	</S>
a39	0.13946652	0.13945715	0.14307275	0.14122877	0.14086698	0.14786145	0.14804634
a20	0.011902903	0.019059028	0.02812777	0.21816069	0.2255385	0.25993365	0.23727742
a13	0.040705923	0.058294997	0.17671192	0.092370555	0.17293465	0.33273348	0.12624843
a17	0.11403774	0.09604318	0.09352538	0.047389045	0.1601603	0.38058874	0.10825558
a39	0.095841415	0.13436048	0.14263076	0.0915552	0.09416553	0.35789657	0.083549984
a8	0.020604167	0.05120601	0.047572743	0.18308485	0.038348846	0.38405594	0.27512747
a31	0.007233223	0.009256982	0.023500353	0.2757747	0.03786061	0.30172774	0.34464645
a15	0.019405976	0.01950958	0.043393746	0.24202311	0.055132132	0.28125113	0.3392843
a38	0.011601084	0.009663699	0.008538996	0.13176139	0.0366885	0.24139565	0.5603507
a31	0.016112467	0.013124121	0.008957116	0.09574558	0.03219157	0.26118284	0.5726863
a13	0.015147845	0.0068272436	0.009129295	0.10768769	0.028215168	0.29306054	0.5399322
a20	0.014450857	0.0058433213	0.008375485	0.09105341	0.018543227	0.27990934	0.5818243
a7	0.02299364	0.010040771	0.03437685	0.13465108	0.022983871	0.30657065	0.4683832
a11	0.021402813	0.011206641	0.03097982	0.093971685	0.019440576	0.30868563	0.51431286
a24	0.018791618	0.009085291	0.021912476	0.064180925	0.023661423	0.2712673	0.591101
a15	0.012742275	0.011488159	0.019975208	0.121466115	0.047910683	0.273304	0.51311356
a24	0.014124644	0.0054271743	0.0103731025	0.040114634	0.029222436	0.28129062	0.61944735
a31	0.019175021	0.008803643	0.019856423	0.08335535	0.036148097	0.25455508	0.5781064
a0	0.06450072	0.021738054	0.014507557	0.035766248	0.038451064	0.3847166	0.44031978
a18	0.055301365	0.018598592	0.033351313	0.067004025	0.04809142	0.376813	0.4008403
a31	0.09519387	0.044028834	0.048655972	0.13496122	0.14283949	0.30412263	0.23019801
a38	0.07584857	0.060312305	0.044294763	0.1519061	0.17711242	0.25568783	0.23483801
a31	0.09309057	0.07768357	0.07912731	0.17277998	0.18138406	0.21792299	0.1780116
a20	0.06647639	0.065508455	0.08417102	0.16119863	0.18775429	0.23743793	0.19745333
a31	0.07527956	0.07415007	0.09879658	0.14409615	0.1768271	0.22859189	0.2022586
a35	0.12805445	0.14533515	0.19722268	0.16631019	0.14613914	0.11636979	0.10056854
a31	0.10622219	0.11734057	0.22820178	0.1204219	0.13809863	0.17150304	0.11821181
a18	0.1559861	0.19025081	0.10312483	0.1874768	0.15939248	0.09951206	0.104256876
a31	0.14853239	0.1887301	0.21915318	0.10579637	0.1033002	0.122578464	0.11190935
a46	0.17364538	0.21468648	0.13454625	0.16156216	0.13131595	0.09142437	0.09281939
a39	0.14557987	0.16266501	0.14500712	0.13917477	0.13720663	0.13559115	0.13477546
a31	0.12775968	0.14953722	0.11577826	0.18965697	0.17707886	0.119078025	0.121111035
</S>	0.18215074	0.21713574	0.1775362	0.13629009	0.107802235	0.09011627	0.08896865
