 	voglio	un	forno	che	vende	rustici	</S>
a31	0.13148776	0.13148345	0.13154866	0.13182153	0.15170644	0.14091861	0.18103354
a37	0.021234421	0.070849866	0.13569255	0.23872931	0.09482484	0.17148188	0.26718706
a31	0.1289126	0.18354215	0.29870453	0.12981145	0.0133440215	0.050549287	0.19513589
a17	0.1554025	0.16846472	0.22630604	0.27514023	0.013267133	0.062862456	0.09855693
a20	0.021207353	0.041724473	0.26347822	0.424185	0.043567378	0.06779798	0.13803959
a31	0.007818664	0.015516723	0.32063058	0.44318822	0.1148517	0.0631418	0.034852304
a41	0.01039143	0.014680639	0.50639623	0.22691655	0.13239798	0.07330635	0.035910837
a24	0.0071280785	0.008218578	0.6158402	0.2667806	0.032097783	0.03275144	0.037183214
a31	0.00964073	0.014512476	0.49250284	0.20144925	0.053439256	0.073807485	0.15464798
a39	0.025931498	0.0141834235	0.5262194	0.044461448	0.17076722	0.0594772	0.15895985
a31	0.031606425	0.030210827	0.5415746	0.10958839	0.08596581	0.05046349	0.15059035
a8	0.021491213	0.024927758	0.30838895	0.04868305	0.30926627	0.05504169	0.23220105
a26	0.043713238	0.03766704	0.0936755	0.16373189	0.29033318	0.17134824	0.19953093
a23	0.042588282	0.030444952	0.076875515	0.09087713	0.3725663	0.10826262	0.2783852
a31	0.058797747	0.038995907	0.09429296	0.10780885	0.37291515	0.12527312	0.20191626
a20	0.094725356	0.10363	0.087157026	0.16483174	0.2945268	0.10967034	0.14545874
a39	0.07080428	0.08156515	0.18548007	0.14359343	0.24977674	0.06469759	0.20408273
a11	0.10798353	0.1005168	0.1361411	0.14874554	0.18639043	0.11529348	0.20492908
a37	0.106583156	0.105486184	0.11481376	0.12000026	0.19244829	0.2350314	0.12563692
a14	0.07938075	0.0786932	0.09167796	0.13404644	0.17617679	0.29026392	0.14976087
a24	0.06883003	0.057053436	0.1526383	0.18167935	0.15433945	0.22871858	0.15674087
a28	0.10745673	0.10467959	0.119567275	0.13142931	0.14584239	0.17955583	0.2114689
a20	0.09003898	0.08993476	0.09022403	0.100668155	0.22067286	0.2526104	0.15585081
a8	0.06439334	0.06259968	0.08754459	0.15750915	0.17037244	0.30338454	0.15419629
</S>	0.14076829	0.14110926	0.13509883	0.15791869	0.14046383	0.14405376	0.14058733
