 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.10781936	0.10787013	0.10782184	0.10784314	0.10919056	0.11071131	0.11069315	0.1190338	0.11901673
a15	0.11585285	0.1103367	0.086840175	0.1686424	0.19628635	0.15320024	0.07266393	0.06170819	0.034469172
a31	0.09586178	0.1545223	0.2222705	0.17345041	0.102601334	0.085893534	0.058100577	0.06565731	0.041642264
a21	0.10032232	0.25294873	0.21326518	0.14959562	0.0993379	0.080370575	0.034629874	0.038962055	0.030567717
a31	0.052633993	0.06388658	0.10986738	0.13326949	0.19023369	0.1728868	0.10531165	0.101967834	0.06994263
a8	0.030267756	0.032444183	0.054863907	0.0819692	0.14697967	0.22515102	0.1620854	0.17481968	0.09141921
a31	0.0032018258	0.017546332	0.011514748	0.06647889	0.27668577	0.23496217	0.15712468	0.17852665	0.05395891
a20	0.0039896984	0.0062893406	0.012882912	0.043441284	0.34716293	0.3749895	0.07072326	0.11219553	0.028325526
a39	0.004914127	0.014058899	0.008341288	0.01508854	0.29654104	0.39055732	0.08710247	0.14327313	0.04012319
a20	0.005144267	0.0106824245	0.0090930695	0.020353476	0.34065053	0.38433403	0.06877116	0.12871277	0.0322583
a46	0.010954792	0.011616995	0.014641393	0.019367546	0.3705109	0.36791405	0.054123886	0.116253465	0.034616932
a31	0.010149717	0.009778315	0.012960409	0.028944975	0.19447383	0.23553422	0.13850664	0.23889816	0.13075371
a39	0.030545224	0.038618755	0.020082295	0.025310379	0.4141912	0.19405797	0.061890125	0.15457715	0.060726915
a31	0.018095594	0.012455937	0.017122347	0.026477193	0.24969672	0.2956763	0.0786875	0.10906864	0.19271976
a20	0.104944125	0.107158	0.10288253	0.10556406	0.17984253	0.120070525	0.054046456	0.0801058	0.14538603
a31	0.07831635	0.08012508	0.07213069	0.07215931	0.21197605	0.16648065	0.04729031	0.06194275	0.20957887
a46	0.13845041	0.14351448	0.1379077	0.1377197	0.13042153	0.11252822	0.05185151	0.05323383	0.09437256
a31	0.10212243	0.11876419	0.10153364	0.10096949	0.09261453	0.09220786	0.08319102	0.11507981	0.19351701
a46	0.14458232	0.15415443	0.14433323	0.14526185	0.11305947	0.10250075	0.0606308	0.0771567	0.058320478
</S>	0.11658505	0.13567509	0.11597576	0.11495477	0.097971834	0.096996196	0.087853014	0.10750418	0.12648411
