 	credo	che	stanno	ancora	svegli	</S>
a31	0.2907827	0.13241899	0.14127646	0.12185559	0.19116113	0.12250511
a20	0.029515386	0.06255362	0.15250097	0.23689051	0.21916269	0.2993768
a21	0.018213682	0.100161456	0.100416884	0.24094377	0.25619572	0.28406847
a31	0.021502513	0.08849727	0.06236742	0.24749511	0.2724041	0.3077336
a37	0.06913695	0.1392437	0.16204803	0.23537196	0.1665292	0.22767013
a31	0.045655854	0.05086942	0.052964605	0.15022777	0.19190587	0.5083765
a13	0.035153203	0.12573321	0.08341328	0.14483619	0.13036554	0.48049855
a31	0.050864395	0.05443291	0.07650624	0.1684799	0.2402089	0.4095077
a20	0.037917543	0.0354349	0.05270404	0.18500206	0.11249467	0.5764468
a31	0.06441281	0.05374766	0.07444719	0.17483218	0.23947221	0.39308792
a39	0.050844193	0.025108136	0.048690557	0.21417597	0.15391125	0.50726986
a18	0.04390161	0.02853405	0.06798978	0.19674017	0.29088557	0.37194884
a33	0.04540411	0.0204243	0.044803027	0.23129849	0.2398221	0.41824797
a39	0.082006775	0.035104405	0.05435639	0.21793549	0.1870307	0.42356628
a31	0.36959884	0.08716322	0.08621489	0.23414971	0.08046456	0.14240876
a39	0.1785884	0.068709016	0.076036654	0.2952369	0.1579951	0.22343388
a33	0.06697449	0.040728617	0.07287419	0.27250728	0.24939807	0.29751733
a8	0.1807176	0.091161564	0.1083999	0.27183777	0.14392252	0.20396066
a31	0.28209397	0.10307973	0.12132752	0.27008697	0.09392024	0.12949155
a7	0.6221659	0.13914713	0.08497156	0.07941694	0.032098584	0.04219994
a31	0.20877014	0.19575709	0.16863199	0.20533027	0.11979521	0.10171535
a3	0.45183054	0.15345597	0.100190245	0.12135378	0.07255303	0.10061643
a31	0.20198402	0.09906935	0.14501953	0.25705627	0.12590457	0.1709663
a13	0.5773167	0.13212746	0.07425252	0.09295391	0.054582167	0.0687673
a20	0.2655782	0.14227073	0.1891872	0.16966389	0.10988451	0.12341552
a7	0.40062222	0.13317366	0.096868984	0.10755554	0.14047426	0.12130537
a35	0.36793935	0.13203196	0.1326927	0.120065585	0.1206688	0.12660165
a31	0.3762302	0.1684312	0.14384866	0.1105448	0.10157994	0.099365175
a20	0.503054	0.11783122	0.09718293	0.10487781	0.09280273	0.08425136
a31	0.25323328	0.11408525	0.14542846	0.15790749	0.16529767	0.16404785
</S>	0.4440704	0.14322004	0.11838713	0.10487479	0.11325143	0.076196305
