 	possono	essere	ancora	svegli	</S>
a31	0.19445409	0.1951672	0.19757341	0.20062564	0.2121797
a20	0.015846761	0.10347818	0.27601	0.18516542	0.41949967
a23	0.008134314	0.18425572	0.12377756	0.16169497	0.52213746
a31	0.013254261	0.17361356	0.08956153	0.21299022	0.5105804
a20	0.018302554	0.45064306	0.28351688	0.11341066	0.13412684
a11	0.04081596	0.20489396	0.30176926	0.1021823	0.35033852
a20	0.057668418	0.18505833	0.34896424	0.07562091	0.33268812
a31	0.10280922	0.14053896	0.39649394	0.03137834	0.32877958
a37	0.16098085	0.14670323	0.3533711	0.022116408	0.31682837
a31	0.18869747	0.13371481	0.54446536	0.023159834	0.10996252
a11	0.3089531	0.3032953	0.14311449	0.07020035	0.17443667
a46	0.5807174	0.084557176	0.20737678	0.028316943	0.09903164
a31	0.33708742	0.11223756	0.29241407	0.07957718	0.17868382
a46	0.20305343	0.27943933	0.20136923	0.16846016	0.14767788
a31	0.26798558	0.12503381	0.26355484	0.122669995	0.22075585
a20	0.24622595	0.23051389	0.12840097	0.2269394	0.16791984
a28	0.4139182	0.16405244	0.16853534	0.12892628	0.12456775
</S>	0.3276404	0.17093515	0.16883546	0.16781758	0.16477133
