 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.056518126	0.05609636	0.0889269	0.19300635	0.19113944	0.21741468	0.19689807
a20	0.23632987	0.049079526	0.292348	0.08963479	0.11724526	0.11020473	0.105157845
a35	0.35158592	0.152279	0.33443326	0.038073037	0.07958771	0.036064174	0.007976897
a20	0.17206274	0.21045786	0.11541288	0.06706399	0.29542357	0.12514012	0.014438808
a38	0.17075798	0.09111314	0.15776731	0.12037882	0.3188804	0.11627427	0.024828078
a31	0.14331813	0.029528849	0.1957428	0.3696169	0.13058992	0.10042361	0.030779745
a18	0.057772905	0.013723488	0.22403632	0.32307637	0.22094429	0.10523819	0.05520844
a23	0.027229127	0.00877213	0.22112028	0.14765546	0.3507234	0.16033876	0.08416086
a24	0.025755286	0.00448454	0.48419294	0.07621294	0.2169694	0.12303012	0.0693547
a37	0.017240064	0.0034087896	0.5766837	0.034412306	0.1391826	0.14524752	0.08382512
a20	0.017292548	0.011460814	0.2101723	0.053412165	0.24957938	0.20103587	0.2570469
a31	0.03808301	0.031835012	0.15558717	0.068946846	0.32973355	0.18392509	0.19188938
a20	0.06388352	0.027242241	0.3132689	0.068236426	0.18264359	0.20066638	0.14405899
a33	0.12602891	0.05398447	0.4690335	0.070373416	0.09259485	0.10452038	0.08346447
a31	0.06541587	0.06518828	0.06910599	0.10238677	0.27219662	0.18367425	0.24203224
a20	0.091259144	0.10468327	0.0934387	0.21768552	0.1303027	0.21609367	0.14653702
a31	0.1438607	0.1061802	0.2889401	0.12355	0.10778303	0.12121238	0.10847359
a20	0.119201034	0.12183792	0.119781196	0.19332477	0.12817414	0.18317816	0.13450286
a31	0.13999303	0.13769285	0.15778868	0.14286801	0.13949536	0.14247103	0.139691
</S>	0.11906259	0.12184116	0.11921693	0.19473046	0.12746984	0.18389887	0.1337801
