 	non	so	cosa	scrive	</S>
a46	0.0159124675	0.79223748	0.18355448175	0.0020795517139	0.00621605775
a8	0.0240937788333	0.71466078	0.245582063917	0.00423773210463	0.0114256639167
a31	0.109418076278	0.524003733333	0.347337531306	0.00393526896821	0.0153054103056
a13	0.138511499759	0.272754827778	0.541376943769	0.0361450293894	0.0112117087119
a31	0.061000328253	0.210428402593	0.677930481256	0.0465514284131	0.00408939111397
a28	0.0276831750843	0.127840320931	0.805135313752	0.0376254097544	0.00171581735466
a31	0.0196893913614	0.292465377044	0.651725847917	0.0352507847848	0.000868590451553
a37	0.0264401084538	0.347277101148	0.384931492639	0.239764801462	0.00158648210052
a31	0.0241551038179	0.443127342516	0.222832424546	0.308036446987	0.00184863418684
a11	0.0284183589393	0.475211992139	0.119699705182	0.375219678829	0.00145017918228
a31	0.0292798453131	0.477261955346	0.085713605394	0.405755117943	0.00198942062743
a20	0.0160832241044	0.478335962582	0.0363279021313	0.465920597648	0.00333230767581
a31	0.0111973006348	0.165702842327	0.0167165325338	0.801453065883	0.00493029599194
</S>	0.0075261942174	0.0907727571635	0.0088297340019	0.887256807941	0.00561455984597
