 	il	dito	si	gonfiò	</S>
a39	0.939974915	0.042854827	0.002957382465	1.519235475e-06	0.0142113902
a13	0.701106381667	0.038372712	0.253452316288	2.43946970833e-06	0.00706613353333
a31	0.453695450556	0.047205024	0.495009598763	3.97319156944e-06	0.00408591637778
a20	0.381922256852	0.0600029163333	0.550964412921	2.62358732415e-06	0.00710778032593
a31	0.508415158951	0.0590267064444	0.42228296964	1.04755156238e-06	0.0102740917753
a11	0.53255342965	0.0596696211481	0.396479935213	5.31644710793e-07	0.0112964172584
a31	0.346428873217	0.0994971883827	0.544606178404	8.57605273598e-07	0.00946684451947
a39	0.259068601072	0.138172489461	0.595592446135	0.000183545403925	0.00698287527316
a31	0.150935298357	0.13915166982	0.704131668712	0.000244697123308	0.00553663939105
a41	0.139575447452	0.19643468994	0.653607869571	0.00543288599644	0.00494907223035
a46	0.133320430817	0.316018863313	0.462174869857	0.0796802143321	0.00880559837678
a31	0.220555718606	0.362132274438	0.309728799952	0.0991013982307	0.00848181645893
</S>	0.328719539303	0.357257867219	0.259105914976	0.0495844142953	0.00533227997947
