 	deve	essere	bianco	</S>
a31	0.000475525065322	0.001971160054	0.888238225	0.10931511085
a11	0.000479984821989	0.00167096282067	0.961017721667	0.0368313645267
a31	0.000481496619433	0.00158025980356	0.985472877222	0.0124654242422
a37	0.000322267135248	0.000942077231187	0.994465239074	0.0042704471674
a31	0.000269246795133	0.000718458267396	0.997291886358	0.00172040681913
a37	0.00208710784176	0.00187922434613	0.994219828786	0.00181382717304
a31	0.00269358814325	0.00226619070804	0.993383926262	0.00165630869768
a20	0.00522125824375	0.011988900662	0.981129765421	0.00166012690589
a31	0.00607031807092	0.0152619971507	0.976970211807	0.0016974714353
a0	0.0243227860133	0.0906805776469	0.882510003936	0.00248661907843
a31	0.0306155445544	0.117083571082	0.844697734645	0.00760320002614
a20	0.0578997007348	0.273297335561	0.660481638215	0.00832136387538
a18	0.186630976912	0.498484601854	0.307149082738	0.00773533982513
</S>	0.273093898456	0.510864700927	0.206018006369	0.0100233859126
