 	l	ho	sentito	quando	veniva	</S>
a31	8.534321775e-08	4.8558121e-07	0.0080341465	0.742224735	0.247958921	0.00178164852
a46	0.000355725831424	0.00070896840002	0.0464506428333	0.688294175	0.261362841	0.00282763700667
a41	0.000474271834048	0.00094508592463	0.0606185976111	0.557723055	0.378180023667	0.00205896591556
a31	0.000158091466817	0.000315162938402	0.0299474408704	0.712510608333	0.255264011889	0.00180471081852
a24	0.0138400139542	0.183987248685	0.0282982496235	0.585149406111	0.112579591296	0.0761455027062
a31	0.018400657122	0.245211664094	0.0257750908745	0.471378972037	0.139312647099	0.0999209763054
a15	0.0279283048446	0.35490330923	0.0146779105248	0.410653765679	0.1338135467	0.0580232125051
a46	0.0337631506149	0.455281983077	0.00848879460827	0.151896759893	0.0502201352333	0.300349215835
a31	0.014053845355	0.239786924359	0.0195083344028	0.195845009631	0.167271583744	0.363534321945
a0	0.0102783272683	0.303479674786	0.0220374851643	0.207300689877	0.203958721815	0.252945157315
a41	0.0186243710894	0.588737891595	0.00837295958477	0.077508466959	0.070845805505	0.235910555772
</S>	0.0239297545447	0.726726495797	0.00553390404239	0.0473701489795	0.0381523192525	0.158287402886
