 	avete	cucinato	le	verdure	</S>
a39	0.193147008	0.01296195735	0.58167634	0.208316475	0.0038982181
a31	0.122897574667	0.0636608917833	0.653273746667	0.157647756333	0.0025200161
a35	0.163312131556	0.0911151672611	0.674379482222	0.0702055274443	0.000987654141667
a31	0.359120473852	0.0478514362204	0.559821094074	0.0328281404814	0.000378841402222
a20	0.379503661284	0.21697068254	0.326516674691	0.0473353974938	0.0296736047807
a31	0.167472691761	0.27313253378	0.463829034897	0.0558208911646	0.0397448633602
a20	0.072712217087	0.402835517527	0.469847590632	0.0305288430549	0.0240758295534
a39	0.036129687529	0.744286005842	0.184895609211	0.0127363660516	0.0219523235178
a28	0.0698982691763	0.827678735281	0.0855799615037	0.00552617655053	0.0113168641726
a31	0.0822597773921	0.740185878427	0.114837778935	0.00623293468351	0.0564836540575
</S>	0.0547852251961	0.645064789213	0.184244289467	0.00945152584175	0.106454202029
