 	ora	che	loro	non	vengono	più	</S>
a39	0.782837115	0.216567685	1.118670744e-05	5.0625771e-05	2.7402691e-07	0.00029685678	0.000236307632
a20	0.551088121667	0.444200911667	1.98822687733e-05	0.00173417904567	2.8302576e-07	0.00285990592667	9.679185e-05
a13	0.463798733889	0.528097297222	2.62197489244e-05	0.00236528276522	7.74534984333e-06	0.00566403547556	4.07572583333e-05
a17	0.63264726463	0.362465349074	1.25210460581e-05	0.00086368615974	1.02184680931e-05	0.00397996798185	2.10083011678e-05
a39	0.549974624877	0.438387873025	0.000602657845769	0.00183185707458	0.000272976886176	0.00892002465062	9.99115694593e-06
a8	0.274791727959	0.398163568675	0.0105583505486	0.0190990090249	0.0511081308521	0.23867907055	0.00760016374415
a31	0.38663612232	0.188485257225	0.0132892589229	0.023486834295	0.0677861340356	0.31018755295	0.0101288541747
a15	0.474988894107	0.360985709075	0.0084413077143	0.011755389385	0.0230205353301	0.117192916083	0.00361521773157
a38	0.273126128036	0.463742779692	0.0158563252381	0.0178902551283	0.01696240401	0.208378674361	0.00404339965719
a31	0.327734249345	0.374883236564	0.0144419913027	0.0235107917094	0.0146859534567	0.240767200787	0.00397657090573
a13	0.372493559782	0.396321012188	0.0240203623242	0.0313444035698	0.0108281209389	0.162320249596	0.00267226112191
a20	0.330703053261	0.392451810729	0.0311117487747	0.0299563445233	0.0118567454463	0.201068499865	0.00285175177397
a7	0.30863103442	0.47190662691	0.0203437175916	0.0224602341744	0.0132940696154	0.161493464288	0.00187082789132
a11	0.289661601473	0.55225563897	0.0234406991972	0.0274864100581	0.0236133308718	0.0821135474293	0.00142874853044
a24	0.284085223824	0.522477026323	0.0363855603991	0.0431560210194	0.0535325236239	0.0582876008098	0.00207600601015
a15	0.280055511275	0.487522455441	0.0412625007997	0.0499251203398	0.0973035525413	0.0414135652699	0.00251731397005
a24	0.248998413758	0.40630037848	0.0508246685999	0.0620230547799	0.20283432418	0.0260588437566	0.00296034009002
a31	0.325116727919	0.33009082616	0.0433323396333	0.0547437610933	0.22262787806	0.0201660999189	0.00392238279667
a0	0.372365259306	0.337303202053	0.105097911644	0.0276950491978	0.141178202687	0.0128904183063	0.00346998303222
a18	0.262652903102	0.262512010684	0.145759057215	0.0209245103993	0.286841240896	0.0103100194354	0.0110002461107
a31	0.301931587701	0.234971606895	0.0698296885383	0.0117400832664	0.347433813632	0.0117335738118	0.0223596500369
a38	0.256870734234	0.237367492298	0.0954579889794	0.0177290292221	0.353010971211	0.0163618589373	0.023201943679
a31	0.326525496411	0.155075252099	0.10435569576	0.0186930573407	0.35891705707	0.0157987619791	0.0206346652263
a20	0.352158762137	0.146457005366	0.173942421353	0.0141774973802	0.285453852357	0.0113327486597	0.0164776740754
a31	0.357477184046	0.141634728455	0.197245508018	0.0126572777267	0.264982444119	0.0101682235532	0.0158346136918
a35	0.354333500682	0.130079059485	0.222051786906	0.0102915321756	0.256181814706	0.00958448885107	0.0174778368973
a31	0.349248972894	0.124022613162	0.230383401302	0.00954902009187	0.259043134902	0.00942019628369	0.0183326999658
a18	0.344671491465	0.111907251054	0.257397099434	0.00768542339729	0.247115368301	0.0092021154279	0.0220212806553
a31	0.338933614322	0.106326423685	0.266486830545	0.0070906005991	0.2483445661	0.00921467747597	0.0236032878851
a46	0.335882927941	0.105305805895	0.326634574248	0.0079552049997	0.184847473367	0.0110189996587	0.0283549806284
a39	0.184638795814	0.165398669965	0.413311964749	0.0102773419999	0.106201112456	0.0133209257196	0.106851162543
a31	0.157868261938	0.159508553322	0.258509364916	0.00681252586663	0.250616684152	0.0122486829065	0.154435927514
</S>	0.120350455969	0.096288206661	0.208622037458	0.00474891923332	0.433350442076	0.00856074595325	0.128079193757
